depth,total_expansion,cores,target_z_parity,target_zero_count,checked_extensions,defective_extensions,unique_defective_extensions,first_defective
4,8,6,,22,625,5,1,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100:114

core_index,columns,cert_defect
0,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100:114,1
1,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100:114,1
2,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100:114,1
3,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100:114,1
4,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100:114,1
