shape,columns,rank,count
collapse,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:32:46:60:74:88:102:116:130:144:158:172:186:200:214:228:242,31,5
