depth,total_expansion,k,live_rows,systematic_count,parity_count,zero_count,columns
5,8,32,30:31,30,16,46,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:32:46:60:74:88:102:116:130:144:158:172:186:200:214:228:242
