depth,k,live_bits,m,block_start,residue,holes,extra_defect,hole_positions,extra_positions,dim_final,dim_relaxed,raw_tree_cancellation_zeros,active_tree_cancellation_zeros,active_cancelled_positions,imposed_rank,projective_excess,required_rank,gap
6,64,3,8,0,0,0,0,,,1,1,0,0,,0,0,0,0
6,64,3,8,0,0,0,1,,1,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,4,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,7,1,1,6,0,,0,0,0,0
6,64,3,8,0,0,0,1,,9,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,10,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,13,1,1,4,0,,0,0,0,0
6,64,3,8,0,0,0,1,,14,1,1,4,0,,0,0,0,0
6,64,3,8,0,0,0,1,,18,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,25,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,30,1,1,4,0,,0,0,0,0
6,64,3,8,0,0,0,1,,33,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,34,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,36,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,41,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,50,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,52,1,1,2,0,,0,0,0,0
6,64,3,8,0,0,0,1,,55,1,1,6,0,,0,0,0,0
6,64,3,8,0,0,0,1,,59,1,1,4,0,,0,0,0,0
6,64,3,8,0,0,0,2,,1:20,1,1,4,0,,0,0,0,0
6,64,3,8,0,0,0,2,,1:57,1,1,4,0,,0,0,0,0
6,64,3,8,0,0,0,2,,2:15,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,3:7,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,9:29,1,1,5,0,,0,0,0,0
6,64,3,8,0,0,0,2,,10:30,1,1,5,0,,0,0,0,0
6,64,3,8,0,0,0,2,,11:15,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,13:29,1,1,6,0,,0,0,0,0
6,64,3,8,0,0,0,2,,14:37,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,15:30,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,19:33,1,1,6,0,,0,0,0,0
6,64,3,8,0,0,0,2,,22:43,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,25:45,1,1,6,0,,0,0,0,0
6,64,3,8,0,0,0,2,,28:47,1,1,8,0,,0,0,0,0
6,64,3,8,0,0,0,2,,42:47,1,1,6,0,,0,0,0,0
6,64,3,8,0,0,0,2,,44:62,1,1,5,0,,0,0,0,0
6,64,3,8,0,0,0,2,,53:57,1,1,5,0,,0,0,0,0
6,64,3,8,0,0,0,2,,59:63,1,1,8,0,,0,0,0,0
6,64,3,8,0,1,0,0,,,1,1,0,0,,0,0,0,0
6,64,3,8,0,1,0,1,,2,1,1,4,0,,0,0,0,0
6,64,3,8,0,1,0,1,,3,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,8,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,11,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,12,1,1,4,0,,0,0,0,0
6,64,3,8,0,1,0,1,,14,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,1,,28,1,1,4,0,,0,0,0,0
6,64,3,8,0,1,0,1,,30,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,1,,34,1,1,4,0,,0,0,0,0
6,64,3,8,0,1,0,1,,38,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,1,,43,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,45,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,46,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,1,,48,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,54,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,1,,55,1,1,4,0,,0,0,0,0
6,64,3,8,0,1,0,1,,59,1,1,2,0,,0,0,0,0
6,64,3,8,0,1,0,1,,62,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,3:58,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,4:47,1,1,8,0,,0,0,0,0
6,64,3,8,0,1,0,2,,7:44,1,1,8,0,,0,0,0,0
6,64,3,8,0,1,0,2,,10:38,1,1,10,0,,0,0,0,0
6,64,3,8,0,1,0,2,,11:58,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,13:24,1,1,4,0,,0,0,0,0
6,64,3,8,0,1,0,2,,18:19,1,1,5,0,,0,0,0,0
6,64,3,8,0,1,0,2,,21:55,1,1,5,0,,0,0,0,0
6,64,3,8,0,1,0,2,,24:42,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,26:35,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,29:36,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,29:42,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,30:45,1,1,8,0,,0,0,0,0
6,64,3,8,0,1,0,2,,30:55,1,1,10,0,,0,0,0,0
6,64,3,8,0,1,0,2,,34:36,1,1,7,0,,0,0,0,0
6,64,3,8,0,1,0,2,,42:51,1,1,6,0,,0,0,0,0
6,64,3,8,0,1,0,2,,48:53,1,1,3,0,,0,0,0,0
6,64,3,8,0,1,0,2,,61:62,1,1,6,0,,0,0,0,0
6,64,3,8,0,2,0,0,,,1,1,0,0,,0,0,0,0
6,64,3,8,0,2,0,1,,3,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,6,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,8,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,9,1,1,4,0,,0,0,0,0
6,64,3,8,0,2,0,1,,15,1,1,4,0,,0,0,0,0
6,64,3,8,0,2,0,1,,19,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,22,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,24,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,28,1,1,4,0,,0,0,0,0
6,64,3,8,0,2,0,1,,30,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,36,1,1,4,0,,0,0,0,0
6,64,3,8,0,2,0,1,,39,1,1,4,0,,0,0,0,0
6,64,3,8,0,2,0,1,,40,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,47,1,1,4,0,,0,0,0,0
6,64,3,8,0,2,0,1,,48,1,1,2,0,,0,0,0,0
6,64,3,8,0,2,0,1,,55,1,1,4,0,,0,0,0,0
