support,weight,old_expected_count,systematic_expected_count
5,39,85.079999999999998,117.16
5,40,155.96000000000001,227.31999999999999
5,41,278,408.60000000000002
5,42,455.39999999999998,702.88
5,43,737.96000000000004,1117.1199999999999
5,44,1128.3199999999999,1702.1199999999999
5,45,1647.24,2484.1199999999999
5,46,2302,3376.04
5,47,3051.48,4401.5600000000004
5,48,3919.1199999999999,5389.7600000000002
5,49,4757.6000000000004,6196.6800000000003
5,50,5464.4799999999996,6648
5,51,6017.6000000000004,6525.04
5,52,6120.4799999999996,5878
5,53,5823.04,4723.7600000000002
5,54,5086.4399999999996,3365.8800000000001
5,55,3986.1199999999999,2106.04
5,56,2813.6399999999999,1130.5999999999999
5,57,1766.1199999999999,496.36000000000001
5,58,963.75999999999999,172.44
5,59,446.56,51.640000000000001
5,60,175.16,10.32
5,61,57.640000000000001,0.47999999999999998
5,62,12.359999999999999,0
5,63,2.3599999999999999,0
5,64,0.23999999999999999,0
6,0,0,0
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,6,0,0
6,7,0,0
6,8,0,0
6,9,0,0
6,10,0,0
6,11,0,0
6,12,0,0
6,13,0,0
6,14,0,0
6,15,0,0
6,16,0,0
6,17,0,0
6,18,0,0
6,19,0,0
6,20,0,0
6,21,0,0
6,22,0,0
6,23,0.040000000000000001,0
6,24,0.040000000000000001,0.080000000000000002
6,25,0.76000000000000001,0.12
6,26,0.76000000000000001,0.47999999999999998
6,27,3.1600000000000001,0.83999999999999997
6,28,6.5599999999999996,3.0800000000000001
6,29,13.119999999999999,4.4400000000000004
6,30,19.719999999999999,7.4400000000000004
6,31,33.68,10.960000000000001
6,32,50.280000000000001,21.120000000000001
6,33,75.439999999999998,35.799999999999997
6,34,102.12,55.359999999999999
6,35,133.12,83.159999999999997
6,36,172.44,121.28
6,37,213.72,176
6,38,275.88,232.75999999999999
6,39,364.07999999999998,322.63999999999999
6,40,503.88,450.51999999999998
6,41,686.75999999999999,637.44000000000005
6,42,965.03999999999996,915.67999999999995
6,43,1372,1335.96
6,44,1942.3199999999999,1957.3599999999999
6,45,2686.7199999999998,2813.9200000000001
6,46,3684.4000000000001,4023.5999999999999
6,47,4877.6800000000003,5500.6000000000004
6,48,6341.8400000000001,7377.6400000000003
6,49,8026.3199999999997,9391.8400000000001
6,50,9810.0799999999999,11425.24
6,51,11377.16,12952.52
6,52,12457.120000000001,13622.16
6,53,12520.32,12858.719999999999
6,54,11439.639999999999,10876.040000000001
6,55,9365.4799999999996,7926.9200000000001
6,56,6846.6000000000004,5090.5600000000004
6,57,4279.3199999999997,2688.3200000000002
6,58,2354.8000000000002,1204.1600000000001
6,59,1091.28,419.19999999999999
6,60,425.36000000000001,119.2
6,61,128.56,21.960000000000001
6,62,35,2.8799999999999999
6,63,4.5599999999999996,0
6,64,0.83999999999999997,0
7,0,0,0
7,1,0,0
7,2,0,0
7,3,0,0
7,4,0,0
7,5,0,0
7,6,0,0
7,7,0,0
7,8,0,0
7,9,0,0
7,10,0,0
7,11,0,0
7,12,0,0
7,13,0,0
7,14,0,0
7,15,0,0
7,16,0,0
7,17,0,0
7,18,0,0
7,19,0,0
7,20,0,0
7,21,0,0
7,22,0,0
7,23,0,0
7,24,0,0
7,25,0,0
7,26,0,0
7,27,0,0
7,28,0,0
7,29,0.040000000000000001,0
7,30,0.12,0
7,31,0.80000000000000004,0
7,32,1.3200000000000001,0.040000000000000001
7,33,3.6400000000000001,0.59999999999999998
7,34,9.1199999999999992,1.52
7,35,17.68,3.7200000000000002
7,36,35.600000000000001,6.4400000000000004
7,37,64.439999999999998,15.52
7,38,118.31999999999999,31.920000000000002
7,39,212.08000000000001,71.480000000000004
7,40,374.39999999999998,143.56
7,41,619.91999999999996,276.39999999999998
7,42,979.44000000000005,511.75999999999999
7,43,1476.6400000000001,852.60000000000002
7,44,2184,1400.3199999999999
7,45,3083.7600000000002,2186.4400000000001
7,46,4263.8000000000002,3215.2800000000002
7,47,5665.0799999999999,4627.5600000000004
7,48,7353.8400000000001,6415.3199999999997
7,49,9232.3600000000006,8536.7999999999993
7,50,11268.48,10869.52
7,51,13103.639999999999,13217.68
7,52,14352.440000000001,15056.360000000001
7,53,14511.200000000001,15724.92
7,54,13335.719999999999,14967.879999999999
7,55,11025.76,12625.719999999999
7,56,8018.2399999999998,9267.6399999999994
7,57,5068.9200000000001,5886.2799999999997
7,58,2744.5999999999999,3135.0799999999999
7,59,1259.52,1382.5599999999999
7,60,490.56,485.92000000000002
