depth,k,live_bits,m,block_start,residue,holes,extra_defect,hole_positions,extra_positions,dim_final,dim_relaxed,raw_tree_cancellation_zeros,active_tree_cancellation_zeros,active_cancelled_positions,imposed_rank,projective_excess,required_rank,gap
5,32,4,16,0,0,0,0,,,1,1,0,0,,0,0,0,0
5,32,4,16,0,0,0,1,,1,1,1,3,0,,0,0,0,0
5,32,4,16,0,0,0,1,,3,1,2,3,1,19,1,0,0,1
5,32,4,16,0,0,0,1,,5,1,2,3,1,21,1,0,0,1
5,32,4,16,0,0,0,1,,6,1,2,3,1,22,1,0,0,1
5,32,4,16,0,0,0,1,,7,1,2,5,1,23,1,0,0,1
5,32,4,16,0,0,0,1,,8,1,1,3,0,,0,0,0,0
5,32,4,16,0,0,0,1,,9,1,2,3,1,25,1,0,0,1
5,32,4,16,0,0,0,1,,10,1,2,3,1,26,1,0,0,1
5,32,4,16,0,0,0,1,,12,1,2,3,1,28,1,0,0,1
5,32,4,16,0,0,0,1,,13,1,2,5,1,29,1,0,0,1
5,32,4,16,0,0,0,1,,14,1,2,5,1,30,1,0,0,1
5,32,4,16,0,0,0,1,,15,1,2,5,1,31,1,0,0,1
5,32,4,16,0,0,0,1,,17,1,1,3,0,,0,0,0,0
5,32,4,16,0,0,0,1,,18,1,1,3,0,,0,0,0,0
5,32,4,16,0,0,0,1,,19,1,2,3,1,3,1,0,0,1
5,32,4,16,0,0,0,1,,20,1,1,3,0,,0,0,0,0
5,32,4,16,0,0,0,1,,21,1,2,3,1,5,1,0,0,1
5,32,4,16,0,0,0,1,,22,1,2,3,1,6,1,0,0,1
5,32,4,16,0,0,0,1,,23,1,2,5,1,7,1,0,0,1
5,32,4,16,0,0,0,1,,24,1,1,3,0,,0,0,0,0
5,32,4,16,0,0,0,1,,25,1,2,3,1,9,1,0,0,1
5,32,4,16,0,0,0,1,,27,1,2,5,1,11,1,0,0,1
5,32,4,16,0,0,0,1,,28,1,2,3,1,12,1,0,0,1
5,32,4,16,0,0,0,1,,30,1,2,5,1,14,1,0,0,1
5,32,4,16,0,0,0,1,,31,1,2,5,1,15,1,0,0,1
5,32,4,16,0,0,0,2,,2:20,1,1,6,0,,0,0,0,0
5,32,4,16,0,0,0,2,,2:21,1,2,6,1,5,1,0,0,1
5,32,4,16,0,0,0,2,,2:29,1,2,8,1,13,1,0,0,1
5,32,4,16,0,0,0,2,,5:8,1,2,6,1,21,1,0,0,1
5,32,4,16,0,0,0,2,,5:23,1,3,6,2,7:21,2,0,1,1
5,32,4,16,0,0,0,2,,6:9,1,3,6,2,22:25,2,0,1,1
5,32,4,16,0,0,0,2,,6:11,1,3,8,2,22:27,2,0,1,1
5,32,4,16,0,0,0,2,,7:12,1,3,8,2,23:28,2,0,1,1
5,32,4,16,0,0,0,2,,7:29,1,3,10,2,13:23,2,0,1,1
5,32,4,16,0,0,0,2,,8:21,1,2,6,1,5,1,0,0,1
5,32,4,16,0,0,0,2,,9:30,1,3,8,2,14:25,2,0,1,1
5,32,4,16,0,0,0,2,,12:20,1,2,5,1,28,1,0,0,1
5,32,4,16,0,0,0,2,,12:22,1,3,6,2,6:28,2,0,1,1
5,32,4,16,0,0,0,2,,14:25,1,3,8,2,9:30,2,0,1,1
5,32,4,16,0,0,0,2,,15:22,1,3,8,2,6:31,2,0,1,1
