depth,k,live_rows,output_support,zero_count,checked_pairs,extremal_pairs,extremal_both_subcube,first_non_subcube_extremal
3,8,4,2,6,1960,8,8,

rows_subcube,outputs_subcube,extremal_pairs
1,1,8
