mode,ensemble,projected_state,expected_pair_count,expected_low_tail_contribution,fraction_of_low_tail,max_tail_probability,projected_upper_contribution,projected_slack_factor
support_equal_single_double,original,6:0:10:19,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:5:17:7,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:14:4:14,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:7:7:14,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:8:8,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:13:6:10,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:2:2:24,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:5:7:16,23.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:13:9:9,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:19:9,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:9:21,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:10:8:11,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:9:3:16,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:9:20,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:10:8,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:21:7,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:8:10:11,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:6:18,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:7:15:8,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:10:18,22.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:2:18:12,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:6:10:12,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:10:19,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:1:15:11,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:7:18:7,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:14:10,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:4:20:6,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:10:4:14,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:8:4:20,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:4:6:17,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:2:2:26,22.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:1:20:9,22.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:4:17:9,22.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:13:6:11,22.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:8:3:18,22.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:11:6:15,22.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:12:10:9,22.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:11:11:9,22.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:4:16:8,22.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:0:17:15,22.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:11:11:7,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:4:11,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:9:20,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:2:9:16,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:12:12:8,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:9:3:19,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:3:20:8,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:0:13:16,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:13:9:8,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:0:7:25,22.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:11:11,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:6:21,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:5:23,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:15:6:10,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:4:4:20,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:12:10,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:10:21,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:9:13,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:9:12:9,22.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:0:0:22,22.52,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:29:0:0,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:5:7:18,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:8:14:8,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:12:17,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:6:10:12,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:8:9:14,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:12:18,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:19:8,22.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:10:3:17,22.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:6:18:7,22.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:5:25,22.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:9:8,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:2:12:13,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:13:4:11,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:0:18:14,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:5:12:11,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:10:8:10,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:10:3:15,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:16:7:8,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:15:7:8,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:14:14,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:12:5:12,22.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:8:7:17,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:20:11,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:21:8,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:9:3:17,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:10:7:11,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:1:11:19,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:7:15:7,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:5:14:9,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:2:9:18,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:6:18:7,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:9:11:9,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:5:10:14,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:4:8:17,22.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:5:26,22.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:3:15,22.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:11:17,22.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:13:13,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:0:0:25,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:7:23,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:16:14,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:3:18:9,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:3:23,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:1:7:19,22.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:13:5:13,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:9:11:10,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:4:13,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:6:13:11,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:13:5:11,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:2:9:16,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:15:5:10,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:10:12,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:1:12:18,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:6:6:19,22.0,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:14:6:11,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:2:21:6,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:21:6,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:15:6:9,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,2:0:28:0,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:2:21:9,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:1:8:18,21.92,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:24:0:0,21.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:13:15,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:15:4:11,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:4:2:24,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:2:14:13,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:8:14:9,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:4:18:7,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:13:7:9,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:1:20:11,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:2:24,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:4:25,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:14:10:8,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:8:8:15,21.84,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:14:7:10,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:2:25,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:12:6:12,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:9:11:12,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:7:14:10,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:0:13:17,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:4:9:14,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:14:12,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:7:15,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:11:19,21.76,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:9:22,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:2:18:11,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,3:0:23:0,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:15:5:11,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:14:7:11,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:1:12:13,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:11:18,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:6:7:15,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:5:3:20,21.68,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:7:3:20,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:6:16:7,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:16:5:10,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:13:5:14,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:3:14:12,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:1:17:11,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:12:6:11,21.6,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:9:12:8,21.52,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:9:8:15,21.52,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:12:6:10,21.52,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:4:6:22,21.52,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:11:15,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:13:8,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:10:11:8,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:4:3:24,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:12:3:15,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:12:4:16,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:10:11:9,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:4:25,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:12:16,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:22:7,21.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:0:0:23,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:10:12:9,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:5:12:11,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:8:8:12,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:1:13:17,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:3:18:8,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:18:9,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:0:0:27,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:2:7:18,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:21:9,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:14:7:10,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:11:3:14,21.36,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:2:14:11,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:10:12:9,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:11:8,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:4:4:19,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:7:17:7,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:6:22,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:15:12,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:4:5:18,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:6:11,21.28,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:5:19,21.2,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:17:8,21.2,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:5:6:17,21.2,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:0:16:13,21.2,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:3:11:13,21.2,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:2:22:8,21.2,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:3:17:9,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:14:6:11,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:13:9:10,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:1:15:15,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:7:14:8,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:11:19,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:12:4:12,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:6:18:7,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:19:7,21.12,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:10:3:15,21.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:7:8:13,21.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:2:8:17,21.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:10:8,21.04,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:1:10:20,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:10:3:17,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:12:7:10,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:13:9:10,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:6:11:11,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:9:3:18,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:6:13:9,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:6:16:9,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:5:20:7,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:14:8:9,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:8:15:8,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:5:27,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:6:12:10,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:6:5:18,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:2:3:22,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:6:14:8,20.96,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:4:21:7,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:9:15,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:3:8:16,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:10:21,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:13:7:10,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:0:0:20,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:4:6:20,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:8:19,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:5:13,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:9:8:12,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:1:19:12,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:1:7:20,20.88,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:5:9:15,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:9:15,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:13:6:9,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:9:9:11,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:9:9:13,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:9:7:12,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:15:9:8,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:5:11:13,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:6:11:11,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:8:12:9,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:11:3:16,20.8,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:13:8:9,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:7:11:11,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:10:11:8,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:10:4:16,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:0:12:18,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:7:16:7,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:13:6:13,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:15:8:8,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:4:20,20.72,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:11:5:13,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:10:14,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:2:21:7,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:4:12,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:0:0:21,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:13:5:12,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:5:14:9,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:8:4:16,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:3:21,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:15:4:13,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:5:3:21,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:11:7:11,20.64,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:13:3:14,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:8:4:19,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:0:14:16,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:0:17:13,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:12:11:8,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:12:3:14,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:7:4:17,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:3:19:8,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:9:6:14,20.56,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:1:15:12,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:14:3:12,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:3:21,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:1:10:16,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:10:4:15,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:9:10:12,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:12:17,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:8:16,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:12:9:8,20.48,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:24:0:0,20.44,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:13:9:9,20.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:3:7:17,20.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:15:7:8,20.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:9:12:11,20.4,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:0:11:19,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:6:17:7,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:2:4:23,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:11:10:8,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:14:7:8,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:1:13:16,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:5:6:17,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:5:15:8,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:5:3:20,20.32,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:5:15:10,20.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:7:6:19,20.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:3:7:17,20.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:0:12:18,20.24,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:0:19:13,20.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,6:9:11:9,20.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:2:18:8,20.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,4:5:18:9,20.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:12:10:8,20.16,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:3:3:25,20.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:8:8:13,20.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,5:12:8:9,20.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,8:6:2:24,20.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:7:16:7,20.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:4:2:25,20.08,0.0,0.0,0.0,0.0,0.0
support_equal_single_double,original,7:11:7:10,20.08,0.0,0.0,0.0,0.0,0.0
