depth,k,live_rows,output_support,zero_count,checked_pairs,extremal_pairs,extremal_both_subcube,first_non_subcube_extremal
4,16,4,5,11,7949760,192,0,0:1:2:3|0:1:4:8:12

rows_subcube,outputs_subcube,extremal_pairs
1,0,192
