rho,components,tau,root_count,shapes,min_logq_count,avg_logq_count,max_logq_count,min_fraction
2,2,2,4,1,2.226565505118757,2.226565505118757,2.226565505118757,0.04466501240694789
3,1,2,3,1,1.9746358687061647,1.9746358687061647,1.9746358687061647,4.7204045386689636e-05
3,1,2,4,1,4.470154950071686,4.470154950071686,4.470154950071686,0.002619824518961275
3,2,2,3,6,2.942765552994529,2.9427655529945285,2.942765552994529,0.00022421921558677578
3,2,2,4,6,4.618796713272123,4.618796713272123,4.618796713272123,0.0033278851997616196
3,3,2,2,5,2.226565505118757,2.226565505118757,2.226565505118757,7.080606808003446e-05
3,3,2,3,5,2.65724206319215,2.65724206319215,2.65724206319215,0.00014161213616006892
3,3,2,4,5,5.41026332894709,5.41026332894709,5.41026332894709,0.011895419437445789
