depth,total_expansion,zero_count,s_identity,z_parity,samples,cert_defective,first_defective
3,8,10,0,10,20000,0,
3,8,10,1,9,20000,0,
3,8,10,2,8,20000,0,
3,8,10,3,7,20000,0,
3,8,10,4,6,20000,1,0:1:2:3:19:28:33:47:56:61
3,8,10,5,5,20000,0,
3,8,10,6,4,20000,0,
3,8,10,7,3,20000,0,
3,8,10,8,2,20000,0,
