rho,components,predicted_codim,shapes,min_codim,avg_codim,max_codim
1,1,1,2,0.9077814658325005,0.9077814658325005,0.9077814658325005
2,1,3,24,2.5331189337105364,2.5331189337105364,2.5331189337105364
2,2,2,30,1.815562931665001,1.8155629316650013,1.815562931665001
