depth,total_expansion,k,live_rows,live_bits,missing_direction,systematic_count,parity_count,zero_count,columns
4,8,16,12:13:14:15,2,0,12,12,24,0:1:2:3:4:5:6:7:8:9:10:11:23:30:37:51:58:65:79:86:93:107:114:121
