weight,old_expected_count,systematic_expected_count
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,7.3527622383529829e-06,1.2371270520000007e-11
9,9.545986958673882e-05,9.9736171137999923e-09
10,0.00065122891751331089,1.9552466718912425e-07
11,0.0030935706301862928,3.1443125537068369e-06
12,0.011456243911280604,3.3912278135041105e-05
13,0.035147968192008008,0.00025227825914780146
14,0.09280560520660304,0.0013808165831167177
15,0.21647141667780148,0.0059449417001686032
16,0.45513652965762363,0.021141026173792512
17,0.87190590825946657,0.064305251961258109
18,1.5514517424344652,0.17149462979985766
19,2.5533133106032304,0.40778390340771187
20,4.0065468604941001,0.87728167219071695
21,5.8459450218589541,1.7224007232643972
22,8.376415227873121,3.1285139109905504
23,11.143142367094914,5.2571375492293688
24,15.099293019459379,8.3497499541011209
25,18.84722367610464,12.355609575319788
26,24.998673292923737,17.737067089859696
27,30.270106982174749,23.741802513058598
28,40.665939281868475,31.918285644974731
29,49.700784373053573,39.926137167998803
30,68.757529786105977,52.619068443451333
31,86.425628857776388,64.563808727196516
32,121.39859981524764,87.463599191483311
33,155.77843147945524,110.28303653778545
34,216.54829049431024,155.49725202496035
35,279.59513942021255,204.00907015490952
36,383.86494801136672,293.63833705038212
37,505.92972180103283,398.97953520449465
38,708.52071970649502,583.0099976198818
39,989.67706058849228,832.3152923450383
40,1456.4667666958153,1258.8395985091713
41,2146.4981412845304,1891.2566477247933
42,3225.3664998247614,2914.5656721946175
43,4766.4251216956818,4413.951717459523
44,6961.9335053594386,6622.934859250141
45,9844.5830586299126,9603.19014874819
46,13580.292263886711,13546.883349738269
47,18073.409136730828,18352.520033724686
48,23379.161695735034,24031.167158010521
49,29061.589563891092,30066.412356625944
50,34810.278141278046,36052.5751389
51,39467.357620584349,40745.012450932481
52,42183.522405784992,43251.12022132476
53,41537.36504662488,42159.542847952696
54,37502.736276394578,37556.946719885047
55,30307.937751890055,29832.01088479083
56,21897.211146139813,21094.111508427981
57,13752.256612156794,12892.457881932902
58,7550.2644722991945,6847.9446050934621
59,3472.7223558174351,3019.0969850928441
60,1368.1133097524751,1130.1497708346126
61,416.75594136791204,320.77405307223904
62,106.90028416889332,76.576609881213031
63,16.204224106887573,10.138620961541603
64,7.4069814974205261,5.7548357184389429
