index,columns
0,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:100
1,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:86:114
2,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:44:58:72:100:114
3,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:30:58:72:86:100:114
4,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:44:58:72:86:100:114
5,7:8:9:10:11:12:13:14:15:24:35:40:46:64:66:80:91:96:102:120:122
