index,columns
197,0:1:2:3:4:10:29:57
198,0:1:2:3:4:10:30:38
199,0:1:2:3:4:10:30:58
200,0:1:2:3:4:10:31:38
201,0:1:2:3:4:10:31:59
202,0:1:2:3:4:10:32:38
203,0:1:2:3:4:10:32:60
204,0:1:2:3:4:10:33:38
205,0:1:2:3:4:10:33:61
206,0:1:2:3:4:10:34:38
207,0:1:2:3:4:10:34:62
208,0:1:2:3:4:10:35:38
209,0:1:2:3:4:10:35:63
210,0:1:2:3:4:10:36:38
211,0:1:2:3:4:10:37:38
212,0:1:2:3:4:10:38:39
213,0:1:2:3:4:10:38:40
214,0:1:2:3:4:10:38:41
215,0:1:2:3:4:10:38:42
216,0:1:2:3:4:10:38:43
217,0:1:2:3:4:10:38:44
218,0:1:2:3:4:10:38:45
219,0:1:2:3:4:10:38:46
220,0:1:2:3:4:10:38:47
221,0:1:2:3:4:10:38:48
222,0:1:2:3:4:10:38:49
223,0:1:2:3:4:10:38:50
224,0:1:2:3:4:10:38:51
225,0:1:2:3:4:10:38:52
226,0:1:2:3:4:10:38:53
227,0:1:2:3:4:10:38:54
228,0:1:2:3:4:10:38:55
229,0:1:2:3:4:10:38:56
230,0:1:2:3:4:10:38:57
231,0:1:2:3:4:10:38:58
232,0:1:2:3:4:10:38:59
233,0:1:2:3:4:10:38:60
234,0:1:2:3:4:10:38:61
235,0:1:2:3:4:10:38:62
236,0:1:2:3:4:10:38:63
237,0:1:2:3:4:11:12:39
238,0:1:2:3:4:11:12:40
239,0:1:2:3:4:11:13:39
240,0:1:2:3:4:11:13:41
241,0:1:2:3:4:11:14:39
242,0:1:2:3:4:11:14:42
243,0:1:2:3:4:11:15:39
244,0:1:2:3:4:11:15:43
245,0:1:2:3:4:11:16:39
246,0:1:2:3:4:11:16:44
247,0:1:2:3:4:11:17:39
248,0:1:2:3:4:11:17:45
249,0:1:2:3:4:11:18:39
250,0:1:2:3:4:11:18:46
251,0:1:2:3:4:11:19:39
252,0:1:2:3:4:11:19:47
253,0:1:2:3:4:11:20:39
254,0:1:2:3:4:11:20:48
255,0:1:2:3:4:11:21:39
256,0:1:2:3:4:11:21:49
257,0:1:2:3:4:11:22:39
258,0:1:2:3:4:11:22:50
259,0:1:2:3:4:11:23:39
260,0:1:2:3:4:11:23:51
261,0:1:2:3:4:11:24:39
262,0:1:2:3:4:11:24:52
263,0:1:2:3:4:11:25:39
264,0:1:2:3:4:11:25:53
265,0:1:2:3:4:11:26:39
266,0:1:2:3:4:11:26:54
267,0:1:2:3:4:11:27:39
268,0:1:2:3:4:11:27:55
269,0:1:2:3:4:11:28:39
270,0:1:2:3:4:11:28:56
271,0:1:2:3:4:11:29:39
272,0:1:2:3:4:11:29:57
273,0:1:2:3:4:11:30:39
274,0:1:2:3:4:11:30:58
275,0:1:2:3:4:11:31:39
276,0:1:2:3:4:11:31:59
277,0:1:2:3:4:11:32:39
278,0:1:2:3:4:11:32:60
279,0:1:2:3:4:11:33:39
280,0:1:2:3:4:11:33:61
281,0:1:2:3:4:11:34:39
282,0:1:2:3:4:11:34:62
283,0:1:2:3:4:11:35:39
284,0:1:2:3:4:11:35:63
285,0:1:2:3:4:11:36:39
286,0:1:2:3:4:11:37:39
287,0:1:2:3:4:11:38:39
288,0:1:2:3:4:11:39:40
289,0:1:2:3:4:11:39:41
290,0:1:2:3:4:11:39:42
291,0:1:2:3:4:11:39:43
292,0:1:2:3:4:11:39:44
293,0:1:2:3:4:11:39:45
294,0:1:2:3:4:11:39:46
295,0:1:2:3:4:11:39:47
296,0:1:2:3:4:11:39:48
297,0:1:2:3:4:11:39:49
298,0:1:2:3:4:11:39:50
299,0:1:2:3:4:11:39:51
300,0:1:2:3:4:11:39:52
301,0:1:2:3:4:11:39:53
302,0:1:2:3:4:11:39:54
303,0:1:2:3:4:11:39:55
304,0:1:2:3:4:11:39:56
305,0:1:2:3:4:11:39:57
306,0:1:2:3:4:11:39:58
307,0:1:2:3:4:11:39:59
308,0:1:2:3:4:11:39:60
309,0:1:2:3:4:11:39:61
310,0:1:2:3:4:11:39:62
311,0:1:2:3:4:11:39:63
312,0:1:2:3:4:12:13:40
313,0:1:2:3:4:12:13:41
314,0:1:2:3:4:12:14:40
315,0:1:2:3:4:12:14:42
316,0:1:2:3:4:12:15:40
317,0:1:2:3:4:12:15:43
318,0:1:2:3:4:12:16:40
319,0:1:2:3:4:12:16:44
320,0:1:2:3:4:12:17:40
321,0:1:2:3:4:12:17:45
322,0:1:2:3:4:12:18:40
323,0:1:2:3:4:12:18:46
324,0:1:2:3:4:12:19:40
325,0:1:2:3:4:12:19:47
326,0:1:2:3:4:12:20:40
327,0:1:2:3:4:12:20:48
328,0:1:2:3:4:12:21:40
329,0:1:2:3:4:12:21:49
330,0:1:2:3:4:12:22:40
331,0:1:2:3:4:12:22:50
332,0:1:2:3:4:12:23:40
333,0:1:2:3:4:12:23:51
334,0:1:2:3:4:12:24:40
335,0:1:2:3:4:12:24:52
336,0:1:2:3:4:12:25:40
337,0:1:2:3:4:12:25:53
338,0:1:2:3:4:12:26:40
339,0:1:2:3:4:12:26:54
340,0:1:2:3:4:12:27:40
341,0:1:2:3:4:12:27:55
342,0:1:2:3:4:12:28:40
343,0:1:2:3:4:12:28:56
344,0:1:2:3:4:12:29:40
345,0:1:2:3:4:12:29:57
346,0:1:2:3:4:12:30:40
347,0:1:2:3:4:12:30:58
348,0:1:2:3:4:12:31:40
349,0:1:2:3:4:12:31:59
350,0:1:2:3:4:12:32:40
351,0:1:2:3:4:12:32:60
352,0:1:2:3:4:12:33:40
353,0:1:2:3:4:12:33:61
354,0:1:2:3:4:12:34:40
355,0:1:2:3:4:12:34:62
356,0:1:2:3:4:12:35:40
357,0:1:2:3:4:12:35:63
358,0:1:2:3:4:12:36:40
359,0:1:2:3:4:12:37:40
360,0:1:2:3:4:12:38:40
361,0:1:2:3:4:12:39:40
362,0:1:2:3:4:12:40:41
363,0:1:2:3:4:12:40:42
364,0:1:2:3:4:12:40:43
365,0:1:2:3:4:12:40:44
366,0:1:2:3:4:12:40:45
367,0:1:2:3:4:12:40:46
368,0:1:2:3:4:12:40:47
369,0:1:2:3:4:12:40:48
370,0:1:2:3:4:12:40:49
371,0:1:2:3:4:12:40:50
372,0:1:2:3:4:12:40:51
373,0:1:2:3:4:12:40:52
374,0:1:2:3:4:12:40:53
375,0:1:2:3:4:12:40:54
376,0:1:2:3:4:12:40:55
377,0:1:2:3:4:12:40:56
378,0:1:2:3:4:12:40:57
379,0:1:2:3:4:12:40:58
380,0:1:2:3:4:12:40:59
381,0:1:2:3:4:12:40:60
382,0:1:2:3:4:12:40:61
383,0:1:2:3:4:12:40:62
384,0:1:2:3:4:12:40:63
385,0:1:2:3:4:13:14:41
386,0:1:2:3:4:13:14:42
387,0:1:2:3:4:13:15:41
388,0:1:2:3:4:13:15:43
389,0:1:2:3:4:13:16:41
390,0:1:2:3:4:13:16:44
391,0:1:2:3:4:13:17:41
392,0:1:2:3:4:13:17:45
393,0:1:2:3:4:13:18:41
394,0:1:2:3:4:13:18:46
395,0:1:2:3:4:13:19:41
396,0:1:2:3:4:13:19:47
397,0:1:2:3:4:13:20:41
398,0:1:2:3:4:13:20:48
399,0:1:2:3:4:13:21:41
400,0:1:2:3:4:13:21:49
401,0:1:2:3:4:13:22:41
402,0:1:2:3:4:13:22:50
403,0:1:2:3:4:13:23:41
404,0:1:2:3:4:13:23:51
405,0:1:2:3:4:13:24:41
406,0:1:2:3:4:13:24:52
407,0:1:2:3:4:13:25:41
408,0:1:2:3:4:13:25:53
409,0:1:2:3:4:13:26:41
410,0:1:2:3:4:13:26:54
411,0:1:2:3:4:13:27:41
412,0:1:2:3:4:13:27:55
413,0:1:2:3:4:13:28:41
414,0:1:2:3:4:13:28:56
415,0:1:2:3:4:13:29:41
416,0:1:2:3:4:13:29:57
417,0:1:2:3:4:13:30:41
418,0:1:2:3:4:13:30:58
419,0:1:2:3:4:13:31:41
420,0:1:2:3:4:13:31:59
421,0:1:2:3:4:13:32:41
422,0:1:2:3:4:13:32:60
423,0:1:2:3:4:13:33:41
424,0:1:2:3:4:13:33:61
425,0:1:2:3:4:13:34:41
426,0:1:2:3:4:13:34:62
427,0:1:2:3:4:13:35:41
428,0:1:2:3:4:13:35:63
429,0:1:2:3:4:13:36:41
430,0:1:2:3:4:13:37:41
431,0:1:2:3:4:13:38:41
432,0:1:2:3:4:13:39:41
433,0:1:2:3:4:13:40:41
434,0:1:2:3:4:13:41:42
435,0:1:2:3:4:13:41:43
436,0:1:2:3:4:13:41:44
437,0:1:2:3:4:13:41:45
438,0:1:2:3:4:13:41:46
439,0:1:2:3:4:13:41:47
440,0:1:2:3:4:13:41:48
441,0:1:2:3:4:13:41:49
442,0:1:2:3:4:13:41:50
443,0:1:2:3:4:13:41:51
444,0:1:2:3:4:13:41:52
445,0:1:2:3:4:13:41:53
446,0:1:2:3:4:13:41:54
447,0:1:2:3:4:13:41:55
448,0:1:2:3:4:13:41:56
449,0:1:2:3:4:13:41:57
450,0:1:2:3:4:13:41:58
451,0:1:2:3:4:13:41:59
452,0:1:2:3:4:13:41:60
453,0:1:2:3:4:13:41:61
454,0:1:2:3:4:13:41:62
455,0:1:2:3:4:13:41:63
456,0:1:2:3:4:14:15:42
457,0:1:2:3:4:14:15:43
458,0:1:2:3:4:14:16:42
459,0:1:2:3:4:14:16:44
460,0:1:2:3:4:14:17:42
461,0:1:2:3:4:14:17:45
462,0:1:2:3:4:14:18:42
463,0:1:2:3:4:14:18:46
464,0:1:2:3:4:14:19:42
465,0:1:2:3:4:14:19:47
466,0:1:2:3:4:14:20:42
467,0:1:2:3:4:14:20:48
468,0:1:2:3:4:14:21:42
469,0:1:2:3:4:14:21:49
470,0:1:2:3:4:14:22:42
471,0:1:2:3:4:14:22:50
472,0:1:2:3:4:14:23:42
473,0:1:2:3:4:14:23:51
474,0:1:2:3:4:14:24:42
475,0:1:2:3:4:14:24:52
476,0:1:2:3:4:14:25:42
477,0:1:2:3:4:14:25:53
478,0:1:2:3:4:14:26:42
479,0:1:2:3:4:14:26:54
480,0:1:2:3:4:14:27:42
481,0:1:2:3:4:14:27:55
482,0:1:2:3:4:14:28:42
483,0:1:2:3:4:14:28:56
484,0:1:2:3:4:14:29:42
485,0:1:2:3:4:14:29:57
486,0:1:2:3:4:14:30:42
487,0:1:2:3:4:14:30:58
488,0:1:2:3:4:14:31:42
489,0:1:2:3:4:14:31:59
490,0:1:2:3:4:14:32:42
491,0:1:2:3:4:14:32:60
492,0:1:2:3:4:14:33:42
493,0:1:2:3:4:14:33:61
494,0:1:2:3:4:14:34:42
495,0:1:2:3:4:14:34:62
496,0:1:2:3:4:14:35:42
497,0:1:2:3:4:14:35:63
498,0:1:2:3:4:14:36:42
499,0:1:2:3:4:14:37:42
500,0:1:2:3:4:14:38:42
501,0:1:2:3:4:14:39:42
502,0:1:2:3:4:14:40:42
503,0:1:2:3:4:14:41:42
504,0:1:2:3:4:14:42:43
505,0:1:2:3:4:14:42:44
506,0:1:2:3:4:14:42:45
507,0:1:2:3:4:14:42:46
508,0:1:2:3:4:14:42:47
509,0:1:2:3:4:14:42:48
510,0:1:2:3:4:14:42:49
511,0:1:2:3:4:14:42:50
512,0:1:2:3:4:14:42:51
513,0:1:2:3:4:14:42:52
514,0:1:2:3:4:14:42:53
515,0:1:2:3:4:14:42:54
516,0:1:2:3:4:14:42:55
517,0:1:2:3:4:14:42:56
518,0:1:2:3:4:14:42:57
519,0:1:2:3:4:14:42:58
520,0:1:2:3:4:14:42:59
521,0:1:2:3:4:14:42:60
522,0:1:2:3:4:14:42:61
523,0:1:2:3:4:14:42:62
524,0:1:2:3:4:14:42:63
525,0:1:2:3:4:15:16:43
526,0:1:2:3:4:15:16:44
527,0:1:2:3:4:15:17:43
528,0:1:2:3:4:15:17:45
529,0:1:2:3:4:15:18:43
530,0:1:2:3:4:15:18:46
531,0:1:2:3:4:15:19:43
532,0:1:2:3:4:15:19:47
533,0:1:2:3:4:15:20:43
534,0:1:2:3:4:15:20:48
535,0:1:2:3:4:15:21:43
536,0:1:2:3:4:15:21:49
537,0:1:2:3:4:15:22:43
538,0:1:2:3:4:15:22:50
539,0:1:2:3:4:15:23:43
540,0:1:2:3:4:15:23:51
541,0:1:2:3:4:15:24:43
542,0:1:2:3:4:15:24:52
543,0:1:2:3:4:15:25:43
544,0:1:2:3:4:15:25:53
545,0:1:2:3:4:15:26:43
546,0:1:2:3:4:15:26:54
547,0:1:2:3:4:15:27:43
548,0:1:2:3:4:15:27:55
549,0:1:2:3:4:15:28:43
550,0:1:2:3:4:15:28:56
551,0:1:2:3:4:15:29:43
552,0:1:2:3:4:15:29:57
553,0:1:2:3:4:15:30:43
554,0:1:2:3:4:15:30:58
555,0:1:2:3:4:15:31:43
556,0:1:2:3:4:15:31:59
557,0:1:2:3:4:15:32:43
558,0:1:2:3:4:15:32:60
559,0:1:2:3:4:15:33:43
560,0:1:2:3:4:15:33:61
561,0:1:2:3:4:15:34:43
562,0:1:2:3:4:15:34:62
563,0:1:2:3:4:15:35:43
564,0:1:2:3:4:15:35:63
565,0:1:2:3:4:15:36:43
566,0:1:2:3:4:15:37:43
567,0:1:2:3:4:15:38:43
568,0:1:2:3:4:15:39:43
569,0:1:2:3:4:15:40:43
570,0:1:2:3:4:15:41:43
571,0:1:2:3:4:15:42:43
572,0:1:2:3:4:15:43:44
573,0:1:2:3:4:15:43:45
574,0:1:2:3:4:15:43:46
575,0:1:2:3:4:15:43:47
576,0:1:2:3:4:15:43:48
577,0:1:2:3:4:15:43:49
578,0:1:2:3:4:15:43:50
579,0:1:2:3:4:15:43:51
580,0:1:2:3:4:15:43:52
581,0:1:2:3:4:15:43:53
582,0:1:2:3:4:15:43:54
583,0:1:2:3:4:15:43:55
584,0:1:2:3:4:15:43:56
585,0:1:2:3:4:15:43:57
586,0:1:2:3:4:15:43:58
587,0:1:2:3:4:15:43:59
588,0:1:2:3:4:15:43:60
589,0:1:2:3:4:15:43:61
590,0:1:2:3:4:15:43:62
591,0:1:2:3:4:15:43:63
592,0:1:2:3:4:16:17:44
593,0:1:2:3:4:16:17:45
594,0:1:2:3:4:16:18:44
595,0:1:2:3:4:16:18:46
596,0:1:2:3:4:16:19:44
597,0:1:2:3:4:16:19:47
598,0:1:2:3:4:16:20:44
599,0:1:2:3:4:16:20:48
600,0:1:2:3:4:16:21:44
601,0:1:2:3:4:16:21:49
602,0:1:2:3:4:16:22:44
603,0:1:2:3:4:16:22:50
604,0:1:2:3:4:16:23:44
605,0:1:2:3:4:16:23:51
606,0:1:2:3:4:16:24:44
607,0:1:2:3:4:16:24:52
608,0:1:2:3:4:16:25:44
609,0:1:2:3:4:16:25:53
610,0:1:2:3:4:16:26:44
611,0:1:2:3:4:16:26:54
612,0:1:2:3:4:16:27:44
613,0:1:2:3:4:16:27:55
614,0:1:2:3:4:16:28:44
615,0:1:2:3:4:16:28:56
616,0:1:2:3:4:16:29:44
617,0:1:2:3:4:16:29:57
618,0:1:2:3:4:16:30:44
619,0:1:2:3:4:16:30:58
620,0:1:2:3:4:16:31:44
621,0:1:2:3:4:16:31:59
622,0:1:2:3:4:16:32:44
623,0:1:2:3:4:16:32:60
624,0:1:2:3:4:16:33:44
625,0:1:2:3:4:16:33:61
626,0:1:2:3:4:16:34:44
627,0:1:2:3:4:16:34:62
628,0:1:2:3:4:16:35:44
629,0:1:2:3:4:16:35:63
630,0:1:2:3:4:16:36:44
631,0:1:2:3:4:16:37:44
632,0:1:2:3:4:16:38:44
633,0:1:2:3:4:16:39:44
634,0:1:2:3:4:16:40:44
635,0:1:2:3:4:16:41:44
636,0:1:2:3:4:16:42:44
637,0:1:2:3:4:16:43:44
638,0:1:2:3:4:16:44:45
639,0:1:2:3:4:16:44:46
640,0:1:2:3:4:16:44:47
641,0:1:2:3:4:16:44:48
642,0:1:2:3:4:16:44:49
643,0:1:2:3:4:16:44:50
644,0:1:2:3:4:16:44:51
645,0:1:2:3:4:16:44:52
646,0:1:2:3:4:16:44:53
647,0:1:2:3:4:16:44:54
648,0:1:2:3:4:16:44:55
649,0:1:2:3:4:16:44:56
650,0:1:2:3:4:16:44:57
651,0:1:2:3:4:16:44:58
652,0:1:2:3:4:16:44:59
653,0:1:2:3:4:16:44:60
654,0:1:2:3:4:16:44:61
655,0:1:2:3:4:16:44:62
656,0:1:2:3:4:16:44:63
657,0:1:2:3:4:17:18:45
658,0:1:2:3:4:17:18:46
659,0:1:2:3:4:17:19:45
660,0:1:2:3:4:17:19:47
661,0:1:2:3:4:17:20:45
662,0:1:2:3:4:17:20:48
663,0:1:2:3:4:17:21:45
664,0:1:2:3:4:17:21:49
665,0:1:2:3:4:17:22:45
666,0:1:2:3:4:17:22:50
667,0:1:2:3:4:17:23:45
668,0:1:2:3:4:17:23:51
669,0:1:2:3:4:17:24:45
670,0:1:2:3:4:17:24:52
671,0:1:2:3:4:17:25:45
672,0:1:2:3:4:17:25:53
673,0:1:2:3:4:17:26:45
674,0:1:2:3:4:17:26:54
675,0:1:2:3:4:17:27:45
676,0:1:2:3:4:17:27:55
677,0:1:2:3:4:17:28:45
678,0:1:2:3:4:17:28:56
679,0:1:2:3:4:17:29:45
680,0:1:2:3:4:17:29:57
681,0:1:2:3:4:17:30:45
682,0:1:2:3:4:17:30:58
683,0:1:2:3:4:17:31:45
684,0:1:2:3:4:17:31:59
685,0:1:2:3:4:17:32:45
686,0:1:2:3:4:17:32:60
687,0:1:2:3:4:17:33:45
688,0:1:2:3:4:17:33:61
689,0:1:2:3:4:17:34:45
690,0:1:2:3:4:17:34:62
691,0:1:2:3:4:17:35:45
692,0:1:2:3:4:17:35:63
693,0:1:2:3:4:17:36:45
694,0:1:2:3:4:17:37:45
695,0:1:2:3:4:17:38:45
696,0:1:2:3:4:17:39:45
697,0:1:2:3:4:17:40:45
698,0:1:2:3:4:17:41:45
699,0:1:2:3:4:17:42:45
700,0:1:2:3:4:17:43:45
701,0:1:2:3:4:17:44:45
702,0:1:2:3:4:17:45:46
703,0:1:2:3:4:17:45:47
704,0:1:2:3:4:17:45:48
705,0:1:2:3:4:17:45:49
706,0:1:2:3:4:17:45:50
707,0:1:2:3:4:17:45:51
708,0:1:2:3:4:17:45:52
709,0:1:2:3:4:17:45:53
710,0:1:2:3:4:17:45:54
711,0:1:2:3:4:17:45:55
712,0:1:2:3:4:17:45:56
713,0:1:2:3:4:17:45:57
714,0:1:2:3:4:17:45:58
715,0:1:2:3:4:17:45:59
716,0:1:2:3:4:17:45:60
717,0:1:2:3:4:17:45:61
718,0:1:2:3:4:17:45:62
719,0:1:2:3:4:17:45:63
720,0:1:2:3:4:18:19:46
721,0:1:2:3:4:18:19:47
722,0:1:2:3:4:18:20:46
723,0:1:2:3:4:18:20:48
724,0:1:2:3:4:18:21:46
725,0:1:2:3:4:18:21:49
726,0:1:2:3:4:18:22:46
727,0:1:2:3:4:18:22:50
728,0:1:2:3:4:18:23:46
729,0:1:2:3:4:18:23:51
730,0:1:2:3:4:18:24:46
731,0:1:2:3:4:18:24:52
732,0:1:2:3:4:18:25:46
733,0:1:2:3:4:18:25:53
734,0:1:2:3:4:18:26:46
735,0:1:2:3:4:18:26:54
736,0:1:2:3:4:18:27:46
737,0:1:2:3:4:18:27:55
738,0:1:2:3:4:18:28:46
739,0:1:2:3:4:18:28:56
740,0:1:2:3:4:18:29:46
741,0:1:2:3:4:18:29:57
742,0:1:2:3:4:18:30:46
743,0:1:2:3:4:18:30:58
744,0:1:2:3:4:18:31:46
745,0:1:2:3:4:18:31:59
746,0:1:2:3:4:18:32:46
747,0:1:2:3:4:18:32:60
748,0:1:2:3:4:18:33:46
749,0:1:2:3:4:18:33:61
750,0:1:2:3:4:18:34:46
751,0:1:2:3:4:18:34:62
752,0:1:2:3:4:18:35:46
753,0:1:2:3:4:18:35:63
754,0:1:2:3:4:18:36:46
755,0:1:2:3:4:18:37:46
756,0:1:2:3:4:18:38:46
757,0:1:2:3:4:18:39:46
758,0:1:2:3:4:18:40:46
759,0:1:2:3:4:18:41:46
760,0:1:2:3:4:18:42:46
761,0:1:2:3:4:18:43:46
762,0:1:2:3:4:18:44:46
763,0:1:2:3:4:18:45:46
764,0:1:2:3:4:18:46:47
765,0:1:2:3:4:18:46:48
766,0:1:2:3:4:18:46:49
767,0:1:2:3:4:18:46:50
768,0:1:2:3:4:18:46:51
769,0:1:2:3:4:18:46:52
770,0:1:2:3:4:18:46:53
771,0:1:2:3:4:18:46:54
772,0:1:2:3:4:18:46:55
773,0:1:2:3:4:18:46:56
774,0:1:2:3:4:18:46:57
775,0:1:2:3:4:18:46:58
776,0:1:2:3:4:18:46:59
