mode,prime,child_depth,child_k,child_n,expansion,checked_tuples,singletons,log2_exact,log2_loose,log2_slack,exact_over_loose
exact,5,1,2,8,4,390624,0,18.575421065794867,18.575421065794867,0.0,1.0
exact,5,1,2,8,4,390624,1,17.93147623388679,20.582318425741537,2.6508421918547462,0.159227100403571
exact,5,1,2,8,4,390624,2,17.18144346920399,21.40093362302902,4.219490153825028,0.05367930660888407
exact,5,1,2,8,4,390624,3,16.092788105024397,21.41862472149527,5.325836616470873,0.024932362145061795
exact,5,1,2,8,4,390624,4,14.732445696479349,20.766570964161282,6.034125267681933,0.015259745719955602
exact,5,1,2,8,4,390624,5,13.440609666748422,19.48062061262436,6.040010945875938,0.015197618246983851
exact,5,1,2,8,4,390624,6,11.671254251702853,17.52783204641996,5.856577794717106,0.01725815685449624
exact,5,1,2,8,4,390624,7,9.17413083470349,14.779757822395093,5.605626987691602,0.02053705339288095
exact,5,1,2,8,4,390624,8,5.519713029104127,10.85145625703334,5.331743227929212,0.024830493961842906
