rows,outputs,rows_subcube,outputs_subcube,matched_block_stride
0:1:2:3,0:4,1,1,1
0:1:2:3,1:5,1,1,1
0:1:2:3,2:6,1,1,1
0:1:2:3,3:7,1,1,1
4:5:6:7,0:4,1,1,1
4:5:6:7,1:5,1,1,1
4:5:6:7,2:6,1,1,1
4:5:6:7,3:7,1,1,1
