shape,columns,rank,count
livebits2,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:39:46:53:67:74:81:95:102:109:123:130:137:151:158:165:179:186:193:207:214:221:235:242:249,31,5
