rho,components,tau,root_count,support_rank,support_components,delta,complement_rank,shapes,min_exact_root_line_logq,avg_exact_root_line_logq,max_exact_root_line_logq,min_contained_root_line_logq,max_contained_root_line_logq,min_asymptotic_root_weight_logq,max_asymptotic_root_weight_logq,kernel_profiles
2,1,2,4,2,1,2,0,30,1.0686215613240664,1.0686215613240664,1.0686215613240664,1.0686215613240664,1.0686215613240664,-2.9313784386759334,-2.9313784386759334,0:3136;1:952;2:8
2,2,2,4,2,2,2,0,39,2.1372431226481328,2.1372431226481328,2.1372431226481328,2.1372431226481328,2.1372431226481328,-1.8627568773518672,-1.8627568773518672,0:3136;1:896;2:64|1:4032;2:64
