rho,components,tau,root_count,support_rank,support_components,delta,complement_rank,shapes,min_exact_root_line_logq,avg_exact_root_line_logq,max_exact_root_line_logq,min_contained_root_line_logq,max_contained_root_line_logq,min_asymptotic_root_weight_logq,max_asymptotic_root_weight_logq,kernel_profiles
2,1,2,4,2,1,2,0,30,1.0362865626271018,1.0362865626271018,1.0362865626271018,1.0362865626271018,1.0362865626271018,-2.963713437372898,-2.963713437372898,0:17424;1:3300;2:12
2,2,2,4,2,2,2,0,39,2.0725731252542037,2.0725731252542037,2.0725731252542037,2.0725731252542037,2.0725731252542037,-1.9274268747457963,-1.9274268747457963,0:17424;1:3168;2:144|1:20592;2:144
