ensemble,parent_support,equal_nonzero,single_root,double_root,expected_pair_count,min_parity_weight,max_parity_weight,min_total_weight,max_total_weight
systematic,3,1,14,8,0.23999999999999999,24,46,27,49
systematic,2,7,4,14,0.23999999999999999,32,50,34,52
systematic,5,2,1,17,0.23999999999999999,22,40,27,45
systematic,7,2,18,3,0.23999999999999999,25,46,32,53
systematic,8,14,1,8,0.23999999999999999,37,46,45,54
systematic,6,1,13,6,0.23999999999999999,21,40,27,46
systematic,8,0,9,5,0.23999999999999999,14,28,22,36
systematic,4,5,13,4,0.23999999999999999,27,44,31,48
systematic,6,0,17,3,0.23999999999999999,20,40,26,46
systematic,2,4,8,10,0.23999999999999999,26,44,28,46
systematic,8,10,8,3,0.23999999999999999,31,42,39,50
systematic,6,1,13,2,0.23999999999999999,17,32,23,38
systematic,2,4,11,11,0.23999999999999999,30,52,32,54
systematic,3,7,1,15,0.23999999999999999,30,46,33,49
systematic,6,4,1,9,0.23999999999999999,18,28,24,34
systematic,6,7,17,1,0.23999999999999999,32,50,38,56
systematic,6,0,4,13,0.23999999999999999,17,34,23,40
systematic,3,10,2,16,0.23999999999999999,38,56,41,59
systematic,7,12,6,4,0.23999999999999999,34,44,41,51
systematic,3,10,7,8,0.23999999999999999,35,50,38,53
systematic,5,1,6,13,0.23999999999999999,21,40,26,45
systematic,6,5,11,3,0.23999999999999999,24,38,30,44
systematic,4,0,7,12,0.23999999999999999,19,38,23,42
systematic,6,10,6,4,0.23999999999999999,30,40,36,46
systematic,3,2,4,14,0.23999999999999999,22,40,25,43
systematic,2,7,5,10,0.23999999999999999,29,44,31,46
systematic,2,2,7,16,0.23999999999999999,27,50,29,52
systematic,4,12,13,2,0.23999999999999999,39,54,43,58
systematic,5,7,1,13,0.23999999999999999,28,42,33,47
systematic,2,3,6,13,0.23999999999999999,25,44,27,46
systematic,7,4,6,11,0.23999999999999999,25,42,32,49
systematic,7,9,10,1,0.23999999999999999,29,40,36,47
systematic,7,10,9,1,0.23999999999999999,30,40,37,47
systematic,2,8,10,9,0.23999999999999999,35,54,37,56
systematic,5,6,13,3,0.23999999999999999,28,44,33,49
systematic,4,6,15,3,0.23999999999999999,30,48,34,52
systematic,6,18,6,3,0.23999999999999999,45,54,51,60
systematic,6,3,19,1,0.23999999999999999,26,46,32,52
systematic,7,20,3,5,0.23999999999999999,48,56,55,63
systematic,5,8,16,2,0.23999999999999999,34,52,39,57
systematic,3,3,20,5,0.23999999999999999,31,56,34,59
systematic,6,3,4,8,0.23999999999999999,18,30,24,36
systematic,7,7,16,1,0.23999999999999999,31,48,38,55
systematic,6,7,7,5,0.23999999999999999,26,38,32,44
systematic,4,10,8,5,0.23999999999999999,33,46,37,50
systematic,7,1,14,6,0.23999999999999999,22,42,29,49
systematic,6,8,9,1,0.23999999999999999,26,36,32,42
systematic,8,3,10,4,0.23999999999999999,20,34,28,42
systematic,5,12,1,9,0.23999999999999999,34,44,39,49
systematic,5,14,4,5,0.23999999999999999,37,46,42,51
systematic,3,11,7,9,0.23999999999999999,38,54,41,57
systematic,7,14,2,7,0.23999999999999999,37,46,44,53
systematic,5,13,0,11,0.23999999999999999,37,48,42,53
systematic,5,2,18,3,0.23999999999999999,25,46,30,51
systematic,6,0,14,6,0.23999999999999999,20,40,26,46
systematic,4,3,2,18,0.23999999999999999,26,46,30,50
systematic,2,0,4,19,0.23999999999999999,23,46,25,48
systematic,6,4,1,11,0.23999999999999999,20,32,26,38
systematic,3,1,6,16,0.23999999999999999,24,46,27,49
systematic,8,0,7,7,0.23999999999999999,14,28,22,36
systematic,7,2,8,9,0.23999999999999999,21,38,28,45
systematic,8,3,1,14,0.23999999999999999,21,36,29,44
systematic,6,2,1,14,0.23999999999999999,19,34,25,40
systematic,2,3,11,12,0.23999999999999999,29,52,31,54
systematic,8,11,6,5,0.23999999999999999,33,44,41,52
systematic,3,1,6,20,0.23999999999999999,28,54,31,57
systematic,8,7,7,7,0.23999999999999999,28,42,36,50
systematic,3,2,15,6,0.23999999999999999,25,46,28,49
systematic,2,3,8,16,0.23999999999999999,30,54,32,56
systematic,2,6,6,8,0.23999999999999999,26,40,28,42
systematic,8,0,19,1,0.23999999999999999,20,40,28,48
systematic,2,3,8,15,0.23999999999999999,29,52,31,54
systematic,5,1,7,11,0.23999999999999999,20,38,25,43
systematic,5,0,1,20,0.23999999999999999,21,42,26,47
systematic,5,16,9,1,0.23999999999999999,42,52,47,57
systematic,4,12,10,2,0.23999999999999999,36,48,40,52
systematic,7,1,18,4,0.23999999999999999,24,46,31,53
systematic,4,17,4,6,0.23999999999999999,44,54,48,58
systematic,3,2,16,6,0.23999999999999999,26,48,29,51
systematic,8,11,14,1,0.23999999999999999,37,52,45,60
systematic,6,9,16,3,0.23999999999999999,37,56,43,62
systematic,3,10,10,7,0.23999999999999999,37,54,40,57
systematic,8,5,17,1,0.23999999999999999,28,46,36,54
systematic,8,1,6,7,0.23999999999999999,15,28,23,36
systematic,6,17,0,0,0.23999999999999999,34,34,40,40
systematic,7,0,10,8,0.23999999999999999,18,36,25,43
systematic,2,4,4,14,0.23999999999999999,26,44,28,46
systematic,3,7,13,5,0.23999999999999999,32,50,35,53
systematic,3,1,19,6,0.23999999999999999,27,52,30,55
systematic,4,18,3,7,0.23999999999999999,46,56,50,60
systematic,6,11,11,1,0.23999999999999999,34,46,40,52
systematic,5,19,6,3,0.23999999999999999,47,56,52,61
systematic,8,3,0,19,0.23999999999999999,25,44,33,52
systematic,5,6,5,10,0.23999999999999999,27,42,32,47
systematic,2,7,2,15,0.23999999999999999,31,48,33,50
systematic,3,0,1,22,0.23999999999999999,23,46,26,49
systematic,6,8,2,8,0.23999999999999999,26,36,32,42
systematic,3,3,1,19,0.23999999999999999,26,46,29,49
systematic,5,0,8,11,0.23999999999999999,19,38,24,43
systematic,8,8,3,9,0.23999999999999999,28,40,36,48
systematic,8,12,11,0,0.23999999999999999,35,46,43,54
systematic,4,3,7,8,0.23999999999999999,21,36,25,40
systematic,4,10,10,3,0.23999999999999999,33,46,37,50
systematic,8,13,0,14,0.23999999999999999,40,54,48,62
systematic,2,7,7,8,0.23999999999999999,29,44,31,46
systematic,3,7,14,3,0.23999999999999999,31,48,34,51
systematic,3,3,0,22,0.23999999999999999,28,50,31,53
systematic,4,7,4,7,0.23999999999999999,25,36,29,40
systematic,8,11,1,9,0.23999999999999999,32,42,40,50
systematic,6,2,14,5,0.23999999999999999,23,42,29,48
systematic,7,11,10,1,0.23999999999999999,33,44,40,51
systematic,4,9,3,9,0.23999999999999999,30,42,34,46
systematic,2,8,3,14,0.23999999999999999,33,50,35,52
systematic,6,13,2,6,0.23999999999999999,34,42,40,48
systematic,3,1,16,7,0.23999999999999999,25,48,28,51
systematic,2,6,3,13,0.23999999999999999,28,44,30,46
systematic,3,2,19,5,0.23999999999999999,28,52,31,55
systematic,5,1,1,19,0.23999999999999999,22,42,27,47
systematic,5,4,0,19,0.23999999999999999,27,46,32,51
systematic,2,3,10,11,0.23999999999999999,27,48,29,50
systematic,5,8,3,10,0.23999999999999999,29,42,34,47
systematic,6,2,9,6,0.23999999999999999,19,34,25,40
systematic,8,15,0,12,0.23999999999999999,42,54,50,62
systematic,2,3,9,11,0.23999999999999999,26,46,28,48
systematic,2,8,9,11,0.23999999999999999,36,56,38,58
systematic,2,7,4,15,0.23999999999999999,33,52,35,54
systematic,8,18,1,8,0.23999999999999999,45,54,53,62
systematic,5,1,23,2,0.23999999999999999,27,52,32,57
systematic,8,16,10,2,0.23999999999999999,44,56,52,64
systematic,7,0,20,4,0.23999999999999999,24,48,31,55
systematic,2,9,7,10,0.23999999999999999,35,52,37,54
systematic,4,3,17,3,0.23999999999999999,26,46,30,50
systematic,4,4,8,7,0.23999999999999999,23,38,27,42
systematic,4,9,1,17,0.23999999999999999,36,54,40,58
systematic,8,8,1,12,0.23999999999999999,29,42,37,50
systematic,8,12,4,6,0.23999999999999999,34,44,42,52
systematic,4,8,16,3,0.23999999999999999,35,54,39,58
systematic,8,0,18,1,0.23999999999999999,19,38,27,46
systematic,4,8,15,1,0.23999999999999999,32,48,36,52
systematic,6,5,0,13,0.23999999999999999,23,36,29,42
systematic,7,4,9,8,0.23999999999999999,25,42,32,49
systematic,5,8,8,5,0.23999999999999999,29,42,34,47
systematic,8,8,3,7,0.23999999999999999,26,36,34,44
systematic,4,8,1,14,0.23999999999999999,31,46,35,50
systematic,8,3,8,6,0.23999999999999999,20,34,28,42
systematic,6,7,19,1,0.23999999999999999,34,54,40,60
systematic,6,8,15,1,0.23999999999999999,32,48,38,54
systematic,6,14,0,9,0.23999999999999999,37,46,43,52
systematic,3,5,0,20,0.23999999999999999,30,50,33,53
systematic,6,4,4,6,0.23999999999999999,18,28,24,34
systematic,3,10,4,13,0.23999999999999999,37,54,40,57
systematic,8,3,23,0,0.23999999999999999,29,52,37,60
systematic,8,3,13,3,0.23999999999999999,22,38,30,46
systematic,3,1,18,6,0.23999999999999999,26,50,29,53
systematic,3,9,12,2,0.23999999999999999,32,46,35,49
systematic,5,8,15,1,0.23999999999999999,32,48,37,53
systematic,2,0,2,23,0.23999999999999999,25,50,27,52
systematic,6,2,8,7,0.23999999999999999,19,34,25,40
systematic,8,0,17,1,0.23999999999999999,18,36,26,44
systematic,8,9,16,1,0.23999999999999999,35,52,43,60
systematic,6,14,6,2,0.23999999999999999,36,44,42,50
systematic,3,9,10,6,0.23999999999999999,34,50,37,53
systematic,3,9,8,8,0.23999999999999999,34,50,37,53
systematic,2,5,5,16,0.23999999999999999,31,52,33,54
systematic,3,8,0,18,0.23999999999999999,34,52,37,55
systematic,8,15,3,6,0.23999999999999999,39,48,47,56
systematic,7,13,2,7,0.23999999999999999,35,44,42,51
systematic,5,1,1,18,0.23999999999999999,21,40,26,45
systematic,4,4,1,20,0.23999999999999999,29,50,33,54
systematic,6,6,0,12,0.23999999999999999,24,36,30,42
systematic,7,12,0,9,0.23999999999999999,33,42,40,49
systematic,7,4,9,7,0.23999999999999999,24,40,31,47
systematic,6,2,13,6,0.23999999999999999,23,42,29,48
systematic,6,10,4,6,0.23999999999999999,30,40,36,46
systematic,6,0,16,4,0.23999999999999999,20,40,26,46
systematic,5,2,4,15,0.23999999999999999,23,42,28,47
systematic,7,12,7,3,0.23999999999999999,34,44,41,51
systematic,2,6,12,8,0.23999999999999999,32,52,34,54
systematic,3,8,14,4,0.23999999999999999,34,52,37,55
systematic,3,3,5,17,0.23999999999999999,28,50,31,53
systematic,5,1,19,2,0.23999999999999999,23,44,28,49
systematic,3,9,6,10,0.23999999999999999,34,50,37,53
systematic,6,1,2,14,0.23999999999999999,18,34,24,40
systematic,3,1,6,17,0.23999999999999999,25,48,28,51
systematic,7,8,10,2,0.23999999999999999,28,40,35,47
systematic,6,12,8,2,0.23999999999999999,34,44,40,50
systematic,2,9,3,11,0.23999999999999999,32,46,34,48
systematic,3,10,5,7,0.23999999999999999,32,44,35,47
systematic,6,0,14,7,0.23999999999999999,21,42,27,48
systematic,8,10,16,2,0.23999999999999999,38,56,46,64
systematic,2,7,8,8,0.23999999999999999,30,46,32,48
systematic,4,2,6,10,0.23999999999999999,20,36,24,40
systematic,3,9,5,11,0.23999999999999999,34,50,37,53
systematic,8,11,15,2,0.23999999999999999,39,56,47,64
systematic,5,3,11,7,0.23999999999999999,24,42,29,47
systematic,6,6,20,1,0.23999999999999999,33,54,39,60
systematic,3,2,6,17,0.23999999999999999,27,50,30,53
systematic,4,2,6,13,0.23999999999999999,23,42,27,46
systematic,7,13,11,1,0.23999999999999999,38,50,45,57
systematic,5,0,0,24,0.23999999999999999,24,48,29,53
systematic,4,13,2,13,0.23999999999999999,41,56,45,60
systematic,5,10,0,12,0.23999999999999999,32,44,37,49
systematic,5,15,1,11,0.23999999999999999,42,54,47,59
systematic,8,6,2,10,0.23999999999999999,24,36,32,44
systematic,8,6,3,7,0.23999999999999999,22,32,30,40
systematic,4,9,2,14,0.23999999999999999,34,50,38,54
systematic,4,6,1,16,0.23999999999999999,29,46,33,50
systematic,6,8,6,4,0.23999999999999999,26,36,32,42
systematic,5,17,5,3,0.23999999999999999,42,50,47,55
systematic,5,15,9,0,0.23999999999999999,39,48,44,53
systematic,8,10,9,2,0.23999999999999999,31,42,39,50
systematic,3,8,11,3,0.23999999999999999,30,44,33,47
systematic,6,1,12,7,0.23999999999999999,21,40,27,46
systematic,8,2,0,26,0.23999999999999999,30,56,38,64
systematic,5,12,9,1,0.23999999999999999,34,44,39,49
systematic,8,7,1,8,0.23999999999999999,23,32,31,40
systematic,8,11,4,7,0.23999999999999999,33,44,41,52
systematic,2,1,13,13,0.23999999999999999,28,54,30,56
systematic,4,6,17,2,0.23999999999999999,31,50,35,54
systematic,8,7,7,4,0.23999999999999999,25,36,33,44
systematic,3,11,6,11,0.23999999999999999,39,56,42,59
systematic,4,3,2,17,0.23999999999999999,25,44,29,48
systematic,3,0,23,3,0.23999999999999999,26,52,29,55
systematic,3,1,6,18,0.23999999999999999,26,50,29,53
systematic,7,4,3,14,0.23999999999999999,25,42,32,49
systematic,6,12,5,5,0.23999999999999999,34,44,40,50
systematic,6,5,11,5,0.23999999999999999,26,42,32,48
systematic,4,2,2,19,0.23999999999999999,25,46,29,50
systematic,4,9,12,2,0.23999999999999999,32,46,36,50
systematic,8,3,8,4,0.23999999999999999,18,30,26,38
systematic,6,14,2,7,0.23999999999999999,37,46,43,52
systematic,4,2,21,1,0.23999999999999999,26,48,30,52
systematic,3,12,11,2,0.23999999999999999,37,50,40,53
systematic,2,0,9,14,0.23999999999999999,23,46,25,48
systematic,3,3,7,8,0.23999999999999999,21,36,24,39
systematic,2,8,7,9,0.23999999999999999,32,48,34,50
systematic,7,12,9,1,0.23999999999999999,34,44,41,51
systematic,2,9,6,9,0.23999999999999999,33,48,35,50
systematic,2,3,7,10,0.23999999999999999,23,40,25,42
systematic,6,12,0,10,0.23999999999999999,34,44,40,50
systematic,8,0,2,14,0.23999999999999999,16,32,24,40
systematic,5,0,17,6,0.23999999999999999,23,46,28,51
systematic,6,9,9,3,0.23999999999999999,30,42,36,48
systematic,6,5,1,8,0.23999999999999999,19,28,25,34
systematic,6,5,4,5,0.23999999999999999,19,28,25,34
systematic,2,3,6,15,0.23999999999999999,27,48,29,50
systematic,6,5,5,4,0.23999999999999999,19,28,25,34
systematic,7,1,21,3,0.23999999999999999,26,50,33,57
systematic,3,4,18,4,0.23999999999999999,30,52,33,55
systematic,2,0,2,21,0.23999999999999999,23,46,25,48
systematic,6,0,24,1,0.23999999999999999,25,50,31,56
systematic,6,9,5,7,0.23999999999999999,30,42,36,48
systematic,5,5,19,2,0.23999999999999999,31,52,36,57
systematic,4,6,5,5,0.23999999999999999,22,32,26,36
systematic,4,14,7,3,0.23999999999999999,38,48,42,52
systematic,3,2,9,9,0.23999999999999999,22,40,25,43
systematic,8,4,21,1,0.23999999999999999,30,52,38,60
systematic,6,6,0,10,0.23999999999999999,22,32,28,38
systematic,5,17,0,11,0.23999999999999999,45,56,50,61
systematic,4,13,12,2,0.23999999999999999,40,54,44,58
systematic,4,5,9,7,0.23999999999999999,26,42,30,46
systematic,4,5,19,3,0.23999999999999999,32,54,36,58
systematic,8,16,3,5,0.23999999999999999,40,48,48,56
systematic,5,8,0,18,0.23999999999999999,34,52,39,57
systematic,2,12,0,13,0.23999999999999999,37,50,39,52
systematic,2,3,7,13,0.23999999999999999,26,46,28,48
systematic,8,11,0,12,0.23999999999999999,34,46,42,54
systematic,4,2,5,9,0.23999999999999999,18,32,22,36
systematic,7,11,14,1,0.23999999999999999,37,52,44,59
systematic,5,10,12,1,0.23999999999999999,33,46,38,51
systematic,3,0,17,8,0.23999999999999999,25,50,28,53
systematic,7,5,20,1,0.23999999999999999,31,52,38,59
systematic,7,9,16,3,0.23999999999999999,37,56,44,63
systematic,6,1,25,0,0.23999999999999999,27,52,33,58
systematic,4,0,8,11,0.23999999999999999,19,38,23,42
systematic,4,2,9,10,0.23999999999999999,23,42,27,46
systematic,3,9,9,5,0.23999999999999999,32,46,35,49
systematic,7,0,21,4,0.23999999999999999,25,50,32,57
systematic,3,9,7,7,0.23999999999999999,32,46,35,49
systematic,7,9,0,12,0.23999999999999999,30,42,37,49
systematic,6,16,0,9,0.23999999999999999,41,50,47,56
systematic,8,16,2,7,0.23999999999999999,41,50,49,58
systematic,3,3,20,3,0.23999999999999999,29,52,32,55
systematic,3,7,15,5,0.23999999999999999,34,54,37,57
systematic,3,10,13,3,0.23999999999999999,36,52,39,55
systematic,3,9,5,9,0.23999999999999999,32,46,35,49
systematic,4,2,7,12,0.23999999999999999,23,42,27,46
systematic,4,5,2,16,0.23999999999999999,28,46,32,50
systematic,3,9,4,14,0.23999999999999999,36,54,39,57
systematic,7,10,8,2,0.23999999999999999,30,40,37,47
systematic,8,1,14,3,0.23999999999999999,19,36,27,44
systematic,8,3,3,10,0.23999999999999999,19,32,27,40
systematic,6,1,2,13,0.23999999999999999,17,32,23,38
systematic,4,3,5,11,0.23999999999999999,22,38,26,42
systematic,8,16,8,2,0.23999999999999999,42,52,50,60
systematic,6,17,0,11,0.23999999999999999,45,56,51,62
systematic,4,13,7,4,0.23999999999999999,37,48,41,52
systematic,7,2,12,6,0.23999999999999999,22,40,29,47
systematic,4,4,9,7,0.23999999999999999,24,40,28,44
systematic,4,2,9,9,0.23999999999999999,22,40,26,44
systematic,6,1,14,5,0.23999999999999999,21,40,27,46
systematic,4,2,2,17,0.23999999999999999,23,42,27,46
systematic,6,11,0,17,0.23999999999999999,39,56,45,62
systematic,7,6,0,15,0.23999999999999999,27,42,34,49
systematic,2,10,8,8,0.23999999999999999,36,52,38,54
systematic,3,13,7,8,0.23999999999999999,41,56,44,59
systematic,5,0,2,19,0.23999999999999999,21,42,26,47
systematic,4,7,16,2,0.23999999999999999,32,50,36,54
systematic,5,13,12,1,0.23999999999999999,39,52,44,57
systematic,8,6,15,1,0.23999999999999999,28,44,36,52
systematic,3,8,3,14,0.23999999999999999,33,50,36,53
systematic,6,3,3,13,0.23999999999999999,22,38,28,44
systematic,3,9,0,17,0.23999999999999999,35,52,38,55
systematic,3,9,11,7,0.23999999999999999,36,54,39,57
systematic,2,5,15,8,0.23999999999999999,33,56,35,58
systematic,4,12,12,2,0.23999999999999999,38,52,42,56
systematic,8,16,0,10,0.23999999999999999,42,52,50,60
systematic,2,7,6,10,0.23999999999999999,30,46,32,48
systematic,7,17,7,2,0.23999999999999999,43,52,50,59
systematic,6,8,17,1,0.23999999999999999,34,52,40,58
systematic,4,10,14,2,0.23999999999999999,36,52,40,56
systematic,3,3,13,7,0.23999999999999999,26,46,29,49
systematic,8,12,9,2,0.23999999999999999,35,46,43,54
systematic,6,0,21,1,0.23999999999999999,22,44,28,50
systematic,7,8,7,6,0.23999999999999999,29,42,36,49
systematic,3,1,0,24,0.23999999999999999,26,50,29,53
systematic,7,4,21,1,0.23999999999999999,30,52,37,59
systematic,6,3,1,12,0.23999999999999999,19,32,25,38
systematic,5,13,0,15,0.23999999999999999,41,56,46,61
systematic,3,9,3,15,0.23999999999999999,36,54,39,57
systematic,6,14,9,1,0.23999999999999999,38,48,44,54
systematic,7,1,7,12,0.23999999999999999,21,40,28,47
systematic,6,17,7,2,0.23999999999999999,43,52,49,58
systematic,3,2,0,20,0.23999999999999999,24,44,27,47
systematic,6,4,0,11,0.23999999999999999,19,30,25,36
systematic,3,10,12,5,0.23999999999999999,37,54,40,57
systematic,6,0,27,1,0.23999999999999999,28,56,34,62
systematic,5,1,21,2,0.23999999999999999,25,48,30,53
systematic,4,2,7,11,0.23999999999999999,22,40,26,44
systematic,8,8,1,9,0.23999999999999999,26,36,34,44
systematic,3,11,4,13,0.23999999999999999,39,56,42,59
systematic,3,10,3,11,0.23999999999999999,34,48,37,51
systematic,3,10,6,8,0.23999999999999999,34,48,37,51
systematic,4,4,3,14,0.23999999999999999,25,42,29,46
systematic,2,3,8,17,0.23999999999999999,31,56,33,58
systematic,5,1,16,4,0.23999999999999999,22,42,27,47
systematic,6,20,5,3,0.23999999999999999,48,56,54,62
systematic,6,16,9,1,0.23999999999999999,42,52,48,58
systematic,7,14,0,14,0.23999999999999999,42,56,49,63
systematic,4,16,1,11,0.23999999999999999,44,56,48,60
systematic,5,11,0,13,0.23999999999999999,35,48,40,53
systematic,4,0,3,20,0.23999999999999999,23,46,27,50
systematic,8,10,0,18,0.23999999999999999,38,56,46,64
systematic,3,0,20,6,0.23999999999999999,26,52,29,55
systematic,4,5,17,2,0.23999999999999999,29,48,33,52
systematic,2,8,6,8,0.23999999999999999,30,44,32,46
systematic,2,5,6,12,0.23999999999999999,28,46,30,48
systematic,3,7,12,4,0.23999999999999999,30,46,33,49
systematic,6,4,15,3,0.23999999999999999,26,44,32,50
systematic,3,9,2,17,0.23999999999999999,37,56,40,59
systematic,5,9,15,2,0.23999999999999999,35,52,40,57
systematic,4,15,9,4,0.23999999999999999,43,56,47,60
systematic,6,6,20,2,0.23999999999999999,34,56,40,62
systematic,6,18,5,3,0.23999999999999999,44,52,50,58
systematic,8,0,18,2,0.23999999999999999,20,40,28,48
systematic,5,16,9,2,0.23999999999999999,43,54,48,59
systematic,8,1,7,9,0.23999999999999999,18,34,26,42
systematic,1,0,27,0,0.23999999999999999,27,54,28,55
systematic,3,4,3,20,0.23999999999999999,31,54,34,57
systematic,6,1,1,12,0.23999999999999999,15,28,21,34
systematic,3,5,17,4,0.23999999999999999,31,52,34,55
systematic,4,3,21,4,0.23999999999999999,31,56,35,60
systematic,5,7,11,3,0.23999999999999999,28,42,33,47
systematic,3,5,2,21,0.23999999999999999,33,56,36,59
systematic,8,15,6,3,0.23999999999999999,39,48,47,56
systematic,4,8,1,19,0.23999999999999999,36,56,40,60
systematic,8,1,5,8,0.23999999999999999,15,28,23,36
systematic,2,10,4,11,0.23999999999999999,35,50,37,52
systematic,3,1,4,20,0.23999999999999999,26,50,29,53
systematic,4,5,10,5,0.23999999999999999,25,40,29,44
systematic,7,0,5,15,0.23999999999999999,20,40,27,47
systematic,3,4,1,20,0.23999999999999999,29,50,32,53
systematic,8,1,3,12,0.23999999999999999,17,32,25,40
systematic,4,11,1,13,0.23999999999999999,36,50,40,54
systematic,8,1,10,5,0.23999999999999999,17,32,25,40
systematic,3,10,1,14,0.23999999999999999,35,50,38,53
systematic,6,2,23,1,0.23999999999999999,28,52,34,58
systematic,4,2,23,2,0.23999999999999999,29,54,33,58
systematic,5,9,13,1,0.23999999999999999,32,46,37,51
systematic,6,7,3,9,0.23999999999999999,26,38,32,44
systematic,6,2,17,2,0.23999999999999999,23,42,29,48
systematic,4,17,5,5,0.23999999999999999,44,54,48,58
systematic,4,3,1,19,0.23999999999999999,26,46,30,50
systematic,4,9,3,11,0.23999999999999999,32,46,36,50
systematic,2,1,16,11,0.23999999999999999,29,56,31,58
systematic,7,8,16,0,0.23999999999999999,32,48,39,55
systematic,7,7,9,3,0.23999999999999999,26,38,33,45
systematic,6,7,0,12,0.23999999999999999,26,38,32,44
systematic,8,16,6,3,0.23999999999999999,41,50,49,58
systematic,8,3,4,8,0.23999999999999999,18,30,26,38
systematic,7,17,0,10,0.23999999999999999,44,54,51,61
systematic,7,15,11,2,0.23999999999999999,43,56,50,63
systematic,3,11,0,12,0.23999999999999999,34,46,37,49
systematic,4,5,1,18,0.23999999999999999,29,48,33,52
systematic,6,9,16,2,0.23999999999999999,36,54,42,60
systematic,7,7,10,2,0.23999999999999999,26,38,33,45
systematic,4,4,17,2,0.23999999999999999,27,46,31,50
systematic,4,1,16,4,0.23999999999999999,22,42,26,46
systematic,8,13,6,4,0.23999999999999999,36,46,44,54
systematic,3,1,21,4,0.23999999999999999,27,52,30,55
systematic,2,0,7,20,0.23999999999999999,27,54,29,56
systematic,6,7,1,11,0.23999999999999999,26,38,32,44
systematic,4,2,4,15,0.23999999999999999,23,42,27,46
systematic,8,7,3,8,0.23999999999999999,25,36,33,44
systematic,4,0,0,11,0.23999999999999999,11,22,15,26
systematic,3,5,8,8,0.23999999999999999,26,42,29,45
systematic,3,5,12,5,0.23999999999999999,27,44,30,47
systematic,4,2,3,16,0.23999999999999999,23,42,27,46
systematic,3,4,13,5,0.23999999999999999,26,44,29,47
systematic,3,3,8,10,0.23999999999999999,24,42,27,45
systematic,4,0,8,13,0.23999999999999999,21,42,25,46
systematic,3,1,15,8,0.23999999999999999,25,48,28,51
systematic,4,5,7,9,0.23999999999999999,26,42,30,46
systematic,4,0,4,13,0.23999999999999999,17,34,21,38
systematic,3,10,7,5,0.23999999999999999,32,44,35,47
systematic,8,0,26,2,0.23999999999999999,28,56,36,64
systematic,4,9,4,9,0.23999999999999999,31,44,35,48
systematic,4,1,25,2,0.23999999999999999,29,56,33,60
systematic,7,11,2,7,0.23999999999999999,31,40,38,47
systematic,3,2,4,21,0.23999999999999999,29,54,32,57
systematic,7,10,6,4,0.23999999999999999,30,40,37,47
systematic,5,3,1,17,0.23999999999999999,24,42,29,47
systematic,3,10,0,13,0.23999999999999999,33,46,36,49
systematic,6,4,8,4,0.23999999999999999,20,32,26,38
systematic,7,9,7,5,0.23999999999999999,30,42,37,49
systematic,6,1,15,5,0.23999999999999999,22,42,28,48
systematic,8,9,3,9,0.23999999999999999,30,42,38,50
systematic,7,6,7,8,0.23999999999999999,27,42,34,49
systematic,3,9,3,11,0.23999999999999999,32,46,35,49
systematic,7,20,4,4,0.23999999999999999,48,56,55,63
systematic,6,11,13,1,0.23999999999999999,36,50,42,56
systematic,6,0,4,11,0.23999999999999999,15,30,21,36
systematic,3,8,0,15,0.23999999999999999,31,46,34,49
systematic,7,8,6,7,0.23999999999999999,29,42,36,49
systematic,2,4,5,15,0.23999999999999999,28,48,30,50
systematic,8,9,0,17,0.23999999999999999,35,52,43,60
systematic,8,1,0,20,0.23999999999999999,22,42,30,50
systematic,5,2,13,7,0.23999999999999999,24,44,29,49
systematic,8,5,0,18,0.23999999999999999,28,46,36,54
systematic,5,4,2,16,0.23999999999999999,26,44,31,49
systematic,2,6,3,15,0.23999999999999999,30,48,32,50
systematic,6,2,6,6,0.23999999999999999,16,28,22,34
systematic,3,6,6,13,0.23999999999999999,31,50,34,53
systematic,8,3,17,1,0.23999999999999999,24,42,32,50
systematic,5,6,1,14,0.23999999999999999,27,42,32,47
systematic,6,5,18,1,0.23999999999999999,29,48,35,54
systematic,2,0,5,20,0.23999999999999999,25,50,27,52
systematic,3,1,9,15,0.23999999999999999,26,50,29,53
systematic,8,15,0,11,0.23999999999999999,41,52,49,60
systematic,5,5,17,2,0.23999999999999999,29,48,34,53
systematic,3,10,2,11,0.23999999999999999,33,46,36,49
systematic,6,15,0,13,0.23999999999999999,43,56,49,62
systematic,4,15,2,10,0.23999999999999999,42,54,46,58
systematic,2,9,6,11,0.23999999999999999,35,52,37,54
systematic,2,8,6,13,0.23999999999999999,35,54,37,56
systematic,7,6,3,11,0.23999999999999999,26,40,33,47
systematic,4,16,2,10,0.23999999999999999,44,56,48,60
systematic,3,11,5,9,0.23999999999999999,36,50,39,53
systematic,8,6,13,1,0.23999999999999999,26,40,34,48
systematic,8,0,10,6,0.23999999999999999,16,32,24,40
systematic,7,4,10,7,0.23999999999999999,25,42,32,49
systematic,2,3,4,15,0.23999999999999999,25,44,27,46
systematic,6,7,2,7,0.23999999999999999,23,32,29,38
systematic,7,7,17,1,0.23999999999999999,32,50,39,57
systematic,7,12,14,1,0.23999999999999999,39,54,46,61
systematic,2,5,6,15,0.23999999999999999,31,52,33,54
systematic,8,10,7,4,0.23999999999999999,31,42,39,50
systematic,4,6,7,8,0.23999999999999999,27,42,31,46
systematic,3,1,7,15,0.23999999999999999,24,46,27,49
systematic,3,3,3,17,0.23999999999999999,26,46,29,49
