ensemble,parent_support,equal_nonzero,single_root,double_root,expected_pair_count,min_parity_weight,max_parity_weight,min_total_weight,max_total_weight
original,7,5,11,16,1895.2,37,64,37,64
original,7,6,10,16,1885.4400000000001,38,64,38,64
original,7,5,10,17,1757.9200000000001,37,64,37,64
original,7,6,11,15,1729.9200000000001,38,64,38,64
original,7,4,11,17,1649.28,36,64,36,64
original,7,5,12,15,1622.8,37,64,37,64
original,7,4,12,16,1605.6800000000001,36,64,36,64
original,7,6,9,17,1571.76,38,64,38,64
original,6,5,11,16,1514.8800000000001,37,64,37,64
original,7,4,10,18,1508.0799999999999,36,64,36,64
original,6,6,10,16,1496.8800000000001,38,64,38,64
original,7,5,9,18,1474.8,37,64,37,64
original,7,6,12,14,1472.0799999999999,38,64,38,64
original,6,5,10,17,1442.3199999999999,37,64,37,64
original,6,6,11,15,1395.5999999999999,38,64,38,64
original,6,4,11,17,1301.52,36,64,36,64
original,6,6,9,17,1296.5599999999999,38,64,38,64
original,6,4,12,16,1292.8,36,64,36,64
original,6,5,12,15,1285.3599999999999,37,64,37,64
original,6,4,10,18,1242.72,36,64,36,64
original,6,5,9,18,1228.4000000000001,37,64,37,64
original,7,4,9,19,1224.1600000000001,36,64,36,64
original,7,7,10,15,1222.3199999999999,39,64,39,64
original,7,4,13,15,1218.48,36,64,36,64
original,7,7,9,16,1193.4400000000001,39,64,39,64
original,7,5,13,14,1189.28,37,64,37,64
original,7,6,8,18,1164.4000000000001,38,64,38,64
original,6,6,12,14,1163.8399999999999,38,64,38,64
original,7,7,11,14,1137.2,39,64,39,64
original,7,3,12,17,1091.3599999999999,35,64,35,64
original,7,3,11,18,1089.5999999999999,35,64,35,64
original,7,5,8,19,1038.72,37,64,37,64
original,6,4,9,19,1024.6400000000001,36,64,36,64
original,6,7,10,15,1017.52,39,64,39,64
original,6,4,13,15,1006.48,36,64,36,64
original,6,5,13,14,995.60000000000002,37,64,37,64
original,6,7,9,16,994.24000000000001,39,64,39,64
original,7,6,13,13,993.27999999999997,38,64,38,64
original,6,6,8,18,990.32000000000005,38,64,38,64
original,7,3,10,19,965.03999999999996,35,64,35,64
original,7,3,13,16,946.24000000000001,35,64,35,64
original,6,7,11,14,929.75999999999999,39,64,39,64
original,7,7,8,17,904.15999999999997,39,64,39,64
original,6,5,8,19,888.96000000000004,37,64,37,64
original,7,7,12,13,884.48000000000002,39,64,39,64
original,6,3,11,18,882.48000000000002,35,64,35,64
original,7,4,8,20,879.27999999999997,36,64,36,64
original,6,3,12,17,870.63999999999999,35,64,35,64
original,7,4,14,14,851.12,36,64,36,64
original,6,6,13,13,829.91999999999996,38,64,38,64
original,6,3,10,19,805.20000000000005,35,64,35,64
original,6,3,13,16,792.55999999999995,35,64,35,64
original,7,8,10,14,786.08000000000004,40,64,40,64
original,7,8,9,15,785.51999999999998,40,64,40,64
original,7,3,9,20,783.03999999999996,35,64,35,64
original,7,6,7,19,776.32000000000005,38,64,38,64
original,7,5,14,13,765.75999999999999,37,64,37,64
original,6,7,8,17,752.39999999999998,39,64,39,64
original,6,4,8,20,734.24000000000001,36,64,36,64
original,6,4,14,14,713.27999999999997,36,64,36,64
original,6,7,12,13,708.48000000000002,39,64,39,64
original,7,5,7,20,697.75999999999999,37,64,37,64
original,7,8,8,16,693.20000000000005,40,64,40,64
original,7,8,11,13,682.63999999999999,40,64,40,64
original,7,3,14,15,678,35,64,35,64
original,6,3,9,20,667.44000000000005,35,64,35,64
original,6,8,10,14,663.60000000000002,40,64,40,64
original,6,8,9,15,660.79999999999995,40,64,40,64
original,6,5,14,13,646.24000000000001,37,64,37,64
original,7,7,7,18,634.15999999999997,39,64,39,64
original,6,6,7,19,630.32000000000005,38,64,38,64
original,8,6,10,16,615.12,38,64,38,64
original,7,6,14,12,612,38,64,38,64
original,8,5,11,16,606.39999999999998,37,64,37,64
original,7,4,7,21,589.60000000000002,36,64,36,64
original,7,7,13,12,584.72000000000003,39,64,39,64
original,7,2,12,18,580.96000000000004,34,64,34,64
original,6,3,14,15,576.08000000000004,35,64,35,64
original,8,6,11,15,564.96000000000004,38,64,38,64
original,6,8,8,16,564.48000000000002,40,64,40,64
original,8,5,10,17,558.39999999999998,37,64,37,64
original,6,5,7,20,557.60000000000002,37,64,37,64
original,8,4,12,16,554.08000000000004,36,64,36,64
original,7,2,11,19,551.84000000000003,34,64,34,64
original,7,3,8,21,551.67999999999995,35,64,35,64
original,8,4,11,17,545.67999999999995,36,64,36,64
original,6,8,11,13,541.27999999999997,40,64,40,64
original,6,6,14,12,524.08000000000004,38,64,38,64
original,8,6,9,17,522.79999999999995,38,64,38,64
original,7,8,12,12,521.27999999999997,40,64,40,64
original,6,7,7,18,521.03999999999996,39,64,39,64
original,8,5,12,15,519.27999999999997,37,64,37,64
original,7,4,15,13,516.63999999999999,36,64,36,64
original,7,2,13,17,514.24000000000001,34,64,34,64
original,8,4,10,18,512.24000000000001,36,64,36,64
original,7,8,7,17,504,40,64,40,64
original,6,7,13,12,500.39999999999998,39,64,39,64
original,7,2,10,20,499.83999999999997,34,64,34,64
original,6,4,15,13,489.19999999999999,36,64,36,64
original,7,6,6,20,488.95999999999998,38,64,38,64
original,6,2,12,18,483.19999999999999,34,64,34,64
original,8,6,12,14,480.24000000000001,38,64,38,64
original,6,4,7,21,478.16000000000003,36,64,36,64
original,8,5,9,18,473.60000000000002,37,64,37,64
original,6,3,8,21,471.12,35,64,35,64
original,7,3,15,14,452.48000000000002,35,64,35,64
original,6,2,11,19,444.95999999999998,34,64,34,64
original,7,5,15,12,443.68000000000001,37,64,37,64
original,6,3,15,14,436.39999999999998,35,64,35,64
original,7,2,14,16,432.31999999999999,34,64,34,64
original,6,2,13,17,429.83999999999997,34,64,34,64
original,8,4,9,19,428.63999999999999,36,64,36,64
original,6,5,15,12,428,37,64,37,64
original,6,8,12,12,427.68000000000001,40,64,40,64
original,7,5,6,21,425.19999999999999,37,64,37,64
original,8,4,13,15,422.63999999999999,36,64,36,64
original,7,9,9,14,422,41,64,41,64
original,8,6,8,18,413.92000000000002,38,64,38,64
original,6,2,10,20,413.68000000000001,34,64,34,64
original,8,7,9,16,402.07999999999998,39,64,39,64
original,7,2,9,21,394.88,34,64,34,64
original,8,7,10,15,394.16000000000003,39,64,39,64
original,7,7,6,19,391.51999999999998,39,64,39,64
original,6,8,7,17,390.31999999999999,40,64,40,64
original,8,5,13,14,388.39999999999998,37,64,37,64
original,5,5,11,16,388.31999999999999,37,64,37,64
original,7,9,10,13,386.95999999999998,41,64,41,64
original,7,3,7,22,383.75999999999999,35,64,35,64
original,5,6,10,16,383.60000000000002,38,64,38,64
original,6,2,14,16,377.51999999999998,34,64,34,64
original,7,9,8,15,377.36000000000001,41,64,41,64
original,5,5,10,17,375.36000000000001,37,64,37,64
original,8,3,11,18,374.16000000000003,35,64,35,64
original,6,6,6,20,370.48000000000002,38,64,38,64
original,7,4,6,22,369.51999999999998,36,64,36,64
original,5,4,10,18,364,36,64,36,64
original,8,7,11,14,362,39,64,39,64
original,8,3,12,17,358.31999999999999,35,64,35,64
original,5,4,12,16,351.92000000000002,36,64,36,64
original,8,5,8,19,348,37,64,37,64
original,5,4,11,17,346.24000000000001,36,64,36,64
original,5,5,9,18,342,37,64,37,64
original,5,6,11,15,341.68000000000001,38,64,38,64
original,8,4,8,20,338.80000000000001,36,64,36,64
original,8,6,13,13,334.07999999999998,38,64,38,64
original,6,9,9,14,333.92000000000002,41,64,41,64
original,5,6,9,17,333.51999999999998,38,64,38,64
original,6,2,9,21,332.39999999999998,34,64,34,64
original,8,3,13,16,332,35,64,35,64
original,8,3,10,19,331.83999999999997,35,64,35,64
original,7,6,15,11,330.07999999999998,38,64,38,64
original,7,7,14,11,329.27999999999997,39,64,39,64
original,5,5,12,15,329.12,37,64,37,64
original,7,4,16,12,325.51999999999998,36,64,36,64
original,7,9,11,12,324.48000000000002,41,64,41,64
original,7,8,6,18,324.16000000000003,40,64,40,64
original,6,5,6,21,323.44,37,64,37,64
original,7,3,8,20,319.83999999999997,34,62,34,62
original,6,6,15,11,318.95999999999998,38,64,38,64
original,8,4,14,14,316.72000000000003,36,64,36,64
original,6,9,10,13,315.04000000000002,41,64,41,64
original,6,4,16,12,313.19999999999999,36,64,36,64
original,7,9,7,16,311.04000000000002,41,64,41,64
original,6,3,7,22,309.51999999999998,35,64,35,64
original,5,4,9,19,309.19999999999999,36,64,36,64
original,6,9,8,15,309.12,41,64,41,64
original,7,8,13,11,308.72000000000003,40,64,40,64
original,7,4,8,19,307.12,35,62,35,62
original,7,3,9,19,306.88,34,62,34,62
original,7,2,8,22,306.48000000000002,34,64,34,64
original,5,6,12,14,303.44,38,64,38,64
original,5,4,13,15,302.31999999999999,36,64,36,64
original,8,7,8,17,302.31999999999999,39,64,39,64
original,6,7,6,19,301.75999999999999,39,64,39,64
original,7,4,7,19,300.88,34,60,34,60
original,7,4,9,18,298.24000000000001,35,62,35,62
original,7,4,8,18,294.39999999999998,34,60,34,60
original,7,3,7,21,294.24000000000001,34,62,34,62
original,7,2,15,15,293.51999999999998,34,64,34,64
original,5,6,8,18,292.39999999999998,38,64,38,64
original,6,3,16,13,291.27999999999997,35,64,35,64
original,7,5,8,18,288.31999999999999,36,62,36,62
original,7,3,16,13,287.68000000000001,35,64,35,64
original,8,7,12,13,287.12,39,64,39,64
original,8,6,7,19,287.04000000000002,38,64,38,64
original,7,4,7,20,286.31999999999999,35,62,35,62
original,6,7,14,11,285.12,39,64,39,64
original,8,3,9,20,280.07999999999998,35,64,35,64
original,6,4,6,22,279.12,36,64,36,64
original,6,2,15,15,277.68000000000001,34,64,34,64
original,5,5,13,14,277.68000000000001,37,64,37,64
original,7,3,8,19,275.19999999999999,33,60,33,60
original,7,5,7,19,273.92000000000002,36,62,36,62
original,7,4,9,17,273.68000000000001,34,60,34,60
original,8,5,14,13,269.27999999999997,37,64,37,64
original,5,5,8,19,268.63999999999999,37,64,37,64
original,5,4,8,20,268.16000000000003,36,64,36,64
original,7,3,10,18,267.68000000000001,34,62,34,62
original,7,5,9,17,267.36000000000001,36,62,36,62
original,6,8,13,11,265.68000000000001,40,64,40,64
original,7,10,9,13,265.12,42,64,42,64
original,8,5,7,20,263.44,37,64,37,64
original,7,3,7,20,262.72000000000003,33,60,33,60
original,5,4,14,14,262.16000000000003,36,64,36,64
original,5,7,9,16,261.51999999999998,39,64,39,64
original,6,3,9,19,261.19999999999999,34,62,34,62
original,7,4,10,17,260.16000000000003,35,62,35,62
original,7,6,5,21,259.44,38,64,38,64
original,8,8,9,15,259.12,40,64,40,64
original,5,3,11,18,258.24000000000001,35,64,35,64
original,6,9,7,16,257.04000000000002,41,64,41,64
original,6,8,6,18,256.88,40,64,40,64
original,8,8,10,14,256.72000000000003,40,64,40,64
original,7,10,8,14,256.31999999999999,42,64,42,64
original,7,3,9,18,255.84,33,60,33,60
original,6,3,7,21,254.72,34,62,34,62
original,6,5,8,18,253.59999999999999,36,62,36,62
original,6,2,8,22,253.36000000000001,34,64,34,64
original,5,6,13,13,252.63999999999999,38,64,38,64
original,5,7,10,15,252.31999999999999,39,64,39,64
original,6,9,11,12,251.68000000000001,41,64,41,64
original,5,3,13,16,251.44,35,64,35,64
original,5,3,12,17,250.88,35,64,35,64
original,8,3,14,15,249.84,35,64,35,64
original,6,4,8,19,249.44,35,62,35,62
original,7,3,6,23,249.36000000000001,35,64,35,64
original,8,8,8,16,249.19999999999999,40,64,40,64
original,6,3,8,20,249.12,34,62,34,62
original,7,5,16,11,248.72,37,64,37,64
original,5,3,10,19,248.08000000000001,35,64,35,64
original,6,5,16,11,247.36000000000001,37,64,37,64
original,7,4,6,20,246.40000000000001,34,60,34,60
original,6,4,7,19,243.19999999999999,34,60,34,60
original,6,5,7,19,241.75999999999999,36,62,36,62
original,6,4,8,18,241.59999999999999,34,60,34,60
original,6,5,9,17,240.56,36,62,36,62
original,7,5,5,22,239.52000000000001,37,64,37,64
original,6,4,9,18,238.63999999999999,35,62,35,62
original,6,4,7,20,237.75999999999999,35,62,35,62
original,7,9,12,11,236.24000000000001,41,64,41,64
original,8,4,7,21,234.47999999999999,36,64,36,64
original,7,10,10,12,232.72,42,64,42,64
original,7,4,10,16,229.36000000000001,34,60,34,60
original,7,5,10,16,228.80000000000001,36,62,36,62
original,6,3,10,18,225.75999999999999,34,62,34,62
original,8,4,15,13,224.72,36,64,36,64
original,6,5,10,16,224.24000000000001,36,62,36,62
original,7,4,6,21,224.08000000000001,35,62,35,62
original,5,5,14,13,223.52000000000001,37,64,37,64
original,7,3,11,17,222.80000000000001,34,62,34,62
original,8,6,14,12,222.31999999999999,38,64,38,64
original,8,7,7,18,222.31999999999999,39,64,39,64
original,5,3,9,20,220.96000000000001,35,64,35,64
original,6,3,8,19,220.96000000000001,33,60,33,60
original,7,3,10,17,220.16,33,60,33,60
original,7,5,6,20,219.84,36,62,36,62
original,7,4,5,23,219.75999999999999,36,64,36,64
original,6,3,7,20,219.59999999999999,33,60,33,60
original,7,7,5,20,219.52000000000001,39,64,39,64
original,5,7,11,14,219.44,39,64,39,64
original,6,4,10,17,217.75999999999999,35,62,35,62
original,7,10,7,15,217.36000000000001,42,64,42,64
original,7,3,6,22,216.80000000000001,34,62,34,62
original,6,10,9,13,216.16,42,64,42,64
original,6,4,11,16,215.44,35,62,35,62
original,7,3,6,21,215.36000000000001,33,60,33,60
original,7,5,8,17,214.56,35,60,35,60
original,8,3,8,21,212.47999999999999,35,64,35,64
original,7,2,8,21,212.40000000000001,33,62,33,62
original,7,2,7,23,212.16,34,64,34,64
original,7,2,8,20,211.03999999999999,32,60,32,60
original,7,9,6,17,210.31999999999999,41,64,41,64
original,8,8,11,13,209.84,40,64,40,64
original,7,5,7,18,209.59999999999999,35,60,35,60
original,6,3,11,17,209.52000000000001,34,62,34,62
original,5,6,7,19,207.91999999999999,38,64,38,64
original,6,4,9,17,207.84,34,60,34,60
original,5,6,14,12,207.68000000000001,38,64,38,64
original,6,4,6,20,207.28,34,60,34,60
original,5,3,14,15,206.96000000000001,35,64,35,64
original,7,2,9,20,206.31999999999999,33,62,33,62
original,6,10,8,14,205.84,42,64,42,64
original,5,5,7,20,205.28,37,64,37,64
original,8,2,12,18,204.96000000000001,34,64,34,64
original,8,7,13,12,204.40000000000001,39,64,39,64
original,6,4,6,21,202.40000000000001,35,62,35,62
original,7,2,16,14,202.31999999999999,34,64,34,64
original,6,2,16,14,201.28,34,64,34,64
original,5,7,8,17,201.12,39,64,39,64
original,7,2,7,21,200.80000000000001,32,60,32,60
original,5,4,15,13,199.91999999999999,36,64,36,64
original,7,2,7,22,199.36000000000001,33,62,33,62
original,5,3,13,15,199.19999999999999,34,62,34,62
original,6,3,6,22,199.12,34,62,34,62
original,6,5,11,15,198.96000000000001,36,62,36,62
original,5,4,11,16,198.47999999999999,35,62,35,62
original,6,5,6,20,198.40000000000001,36,62,36,62
original,8,6,6,20,198.31999999999999,38,64,38,64
original,7,2,9,19,197.91999999999999,32,60,32,60
original,6,4,17,11,197.68000000000001,36,64,36,64
original,8,2,11,19,197.19999999999999,34,64,34,64
original,6,10,10,12,196.31999999999999,42,64,42,64
original,5,4,12,15,196.24000000000001,35,62,35,62
original,7,2,10,19,195.44,33,62,33,62
original,5,3,14,14,195.03999999999999,34,62,34,62
original,7,4,11,16,194.56,35,62,35,62
original,5,3,11,17,194.24000000000001,34,62,34,62
original,5,3,12,16,193.68000000000001,34,62,34,62
original,5,4,13,14,192.16,35,62,35,62
original,5,4,9,18,192.16,35,62,35,62
original,6,3,17,12,191.12,35,64,35,64
original,5,4,7,21,189.75999999999999,36,64,36,64
original,5,5,9,17,189.75999999999999,36,62,36,62
original,6,3,12,16,189.68000000000001,34,62,34,62
original,5,5,10,16,189.52000000000001,36,62,36,62
original,6,3,9,18,189.36000000000001,33,60,33,60
original,5,4,10,17,189.36000000000001,35,62,35,62
original,6,3,6,21,189.28,33,60,33,60
original,8,2,10,20,188.24000000000001,34,64,34,64
original,5,3,8,21,188,35,64,35,64
original,5,7,12,13,187.19999999999999,39,64,39,64
original,8,4,9,18,186.80000000000001,35,62,35,62
original,7,6,7,17,186.80000000000001,36,60,36,60
original,7,6,7,18,186.40000000000001,37,62,37,62
original,8,3,15,14,186.08000000000001,35,64,35,64
original,6,9,12,11,185.84,41,64,41,64
original,7,4,11,15,185.36000000000001,34,60,34,60
original,6,4,12,15,185.12,35,62,35,62
original,6,6,5,21,184.72,38,64,38,64
original,8,5,15,12,184.72,37,64,37,64
original,8,3,9,19,183.12,34,62,34,62
original,6,6,16,10,182.47999999999999,38,64,38,64
original,7,3,7,19,182.24000000000001,32,58,32,58
original,5,3,10,18,182.16,34,62,34,62
original,5,4,12,14,182,34,60,34,60
original,7,5,9,16,182,35,60,35,60
original,5,5,12,14,181.91999999999999,36,62,36,62
original,5,4,14,13,181.84,35,62,35,62
original,7,4,17,11,181.36000000000001,36,64,36,64
original,7,4,5,21,180.31999999999999,34,60,34,60
original,5,5,11,15,179.75999999999999,36,62,36,62
original,5,5,15,12,179.44,37,64,37,64
original,7,1,12,19,179.28,33,64,33,64
original,6,2,8,20,179.03999999999999,32,60,32,60
original,6,5,12,14,178.72,36,62,36,62
original,6,3,6,23,178.72,35,64,35,64
original,7,6,8,17,178.63999999999999,37,62,37,62
original,7,3,17,12,178.47999999999999,35,64,35,64
original,5,3,15,14,178.40000000000001,35,64,35,64
original,7,8,14,10,178.40000000000001,40,64,40,64
original,7,3,6,20,178.31999999999999,32,58,32,58
original,5,5,13,13,178.16,36,62,36,62
original,8,2,13,17,178.08000000000001,34,64,34,64
original,7,3,12,16,178.08000000000001,34,62,34,62
original,7,2,6,22,177.91999999999999,32,60,32,60
original,6,2,7,21,177.84,32,60,32,60
original,8,5,6,21,177.12,37,64,37,64
original,5,3,9,19,177.03999999999999,34,62,34,62
original,7,6,8,16,175.84,36,60,36,60
original,5,3,12,15,175.75999999999999,33,60,33,60
original,7,5,11,15,175.75999999999999,36,62,36,62
original,7,8,5,19,175.75999999999999,40,64,40,64
original,8,4,8,19,175.19999999999999,35,62,35,62
original,7,5,6,19,175.12,35,60,35,60
original,5,4,16,12,174.80000000000001,36,64,36,64
original,5,8,10,14,174.31999999999999,40,64,40,64
original,7,1,11,20,173.44,33,64,33,64
original,7,2,10,18,172.96000000000001,32,60,32,60
original,7,7,15,10,172.63999999999999,39,64,39,64
original,8,8,7,17,172.56,40,64,40,64
original,5,4,8,19,172.47999999999999,35,62,35,62
original,5,4,13,13,172.40000000000001,34,60,34,60
original,5,5,8,18,172.16,36,62,36,62
original,6,3,13,15,171.52000000000001,34,62,34,62
original,8,5,9,17,171.12,36,62,36,62
original,6,4,13,14,170.88,35,62,35,62
original,6,2,8,21,170.80000000000001,33,62,33,62
original,7,6,9,16,170.80000000000001,37,62,37,62
original,8,8,12,12,170.80000000000001,40,64,40,64
original,6,2,7,23,170.63999999999999,34,64,34,64
original,7,3,8,18,170.56,32,58,32,58
original,8,3,10,18,170.24000000000001,34,62,34,62
original,7,3,11,16,169.68000000000001,33,60,33,60
original,6,4,15,12,168.96000000000001,35,62,35,62
original,7,6,16,10,168.96000000000001,38,64,38,64
original,6,7,15,10,168.88,39,64,39,64
original,8,4,16,12,168.63999999999999,36,64,36,64
original,7,10,11,11,168.63999999999999,42,64,42,64
original,6,4,10,16,168.40000000000001,34,60,34,60
original,7,4,12,15,168.08000000000001,35,62,35,62
original,5,3,13,14,168,33,60,33,60
original,6,5,5,22,167.91999999999999,37,64,37,64
original,6,4,14,13,167.68000000000001,35,62,35,62
original,6,5,13,13,166.88,36,62,36,62
original,6,8,14,10,166.80000000000001,40,64,40,64
original,5,3,15,13,166.72,34,62,34,62
original,6,3,15,13,166.47999999999999,34,62,34,62
original,8,3,8,20,166.16,34,62,34,62
original,7,6,9,15,166.16,36,60,36,60
original,8,2,14,16,166,34,64,34,64
original,6,3,14,14,165.68000000000001,34,62,34,62
original,8,4,6,22,165.12,36,64,36,64
original,6,5,8,17,164.63999999999999,35,60,35,60
original,7,10,6,16,164.40000000000001,42,64,42,64
original,5,8,9,15,164.40000000000001,40,64,40,64
original,6,4,13,13,164.16,34,60,34,60
original,6,10,7,15,163.75999999999999,42,64,42,64
original,6,3,10,17,163.44,33,60,33,60
original,5,3,11,16,163.36000000000001,33,60,33,60
original,6,5,7,18,163.28,35,60,35,60
original,5,8,8,16,163.19999999999999,40,64,40,64
original,5,5,14,12,162.80000000000001,36,62,36,62
original,6,4,11,15,162.72,34,60,34,60
original,8,5,8,18,162.47999999999999,36,62,36,62
original,8,4,10,17,162.31999999999999,35,62,35,62
original,6,6,8,17,162.16,37,62,37,62
original,7,4,5,22,161.84,35,62,35,62
original,5,3,8,20,161.68000000000001,34,62,34,62
original,6,6,9,16,161.52000000000001,37,62,37,62
original,6,2,9,20,161.44,33,62,33,62
original,8,2,9,21,161.28,34,64,34,64
original,7,1,13,18,160.63999999999999,33,64,33,64
original,8,4,9,17,160.63999999999999,34,60,34,60
original,5,4,11,15,159.03999999999999,34,60,34,60
original,6,2,7,22,158.96000000000001,33,62,33,62
original,6,4,5,21,158.80000000000001,34,60,34,60
original,6,2,9,19,158.47999999999999,32,60,32,60
original,7,5,10,15,158.24000000000001,35,60,35,60
original,6,6,7,18,158.16,37,62,37,62
original,5,4,10,16,157.84,34,60,34,60
original,7,5,5,21,157.12,36,62,36,62
original,7,3,5,22,156.88,33,60,33,60
original,5,2,12,18,156.88,34,64,34,64
original,8,4,8,18,156.56,34,60,34,60
original,6,7,5,20,156.16,39,64,39,64
original,7,2,11,18,156.16,33,62,33,62
original,6,9,6,17,155.91999999999999,41,64,41,64
original,8,3,7,22,155.91999999999999,35,64,35,64
original,5,4,15,12,155.84,35,62,35,62
original,7,6,6,18,155.84,36,60,36,60
original,5,7,13,12,155.68000000000001,39,64,39,64
original,7,6,10,15,155.52000000000001,37,62,37,62
original,7,7,7,17,155.12,38,62,38,62
original,7,7,8,16,155.03999999999999,38,62,38,62
original,6,3,8,18,154.96000000000001,32,58,32,58
original,6,6,7,17,154.88,36,60,36,60
original,7,5,12,14,154.63999999999999,36,62,36,62
original,8,5,10,16,154.40000000000001,36,62,36,62
original,8,7,6,19,154.16,39,64,39,64
original,8,3,11,17,154,34,62,34,62
original,7,3,13,15,153.91999999999999,34,62,34,62
original,5,2,11,19,153.52000000000001,34,64,34,64
original,6,4,12,14,153.28,34,60,34,60
original,5,2,10,20,152.40000000000001,34,64,34,64
original,6,2,6,22,152.24000000000001,32,60,32,60
original,7,4,7,18,152.24000000000001,33,58,33,58
original,7,3,5,21,152.24000000000001,32,58,32,58
original,6,5,17,10,152.16,37,64,37,64
original,5,3,14,13,152,33,60,33,60
original,6,6,8,16,151.59999999999999,36,60,36,60
original,6,3,11,16,151.44,33,60,33,60
original,7,3,5,23,151.44,34,62,34,62
original,6,5,14,12,151.44,36,62,36,62
original,7,7,9,15,151.12,38,62,38,62
original,7,3,9,17,150.88,32,58,32,58
original,6,3,16,12,150.88,34,62,34,62
original,8,9,9,14,150.80000000000001,41,64,41,64
original,7,4,12,14,150.72,34,60,34,60
original,6,2,10,19,150,33,62,33,62
original,6,5,6,19,149.84,35,60,35,60
original,6,4,14,12,149.75999999999999,34,60,34,60
original,5,7,7,18,149.59999999999999,39,64,39,64
original,6,6,10,15,149.52000000000001,37,62,37,62
original,6,6,6,19,148.63999999999999,37,62,37,62
original,7,2,6,23,148.40000000000001,33,62,33,62
original,5,5,7,19,148.31999999999999,36,62,36,62
original,5,2,13,17,148.31999999999999,34,64,34,64
original,6,3,5,22,148.24000000000001,33,60,33,60
original,5,3,10,17,148.24000000000001,33,60,33,60
original,5,2,14,16,148.16,34,64,34,64
original,6,3,7,19,147.91999999999999,32,58,32,58
original,6,0,0,27,147.80000000000001,27,54,27,54
original,7,1,10,21,147.59999999999999,33,64,33,64
original,7,6,6,19,147.12,37,62,37,62
original,8,3,7,21,147.03999999999999,34,62,34,62
original,6,1,12,19,146.88,33,64,33,64
original,5,2,12,16,146.80000000000001,32,60,32,60
original,7,4,6,19,146.72,33,58,33,58
original,5,3,16,13,146.72,35,64,35,64
original,5,6,15,11,146.63999999999999,38,64,38,64
original,5,4,9,17,146.63999999999999,34,60,34,60
original,7,3,5,24,146.40000000000001,35,64,35,64
original,7,2,11,17,146,32,60,32,60
original,6,3,13,14,145.28,33,60,33,60
original,7,0,12,20,145.19999999999999,32,64,32,64
original,8,4,10,16,145.03999999999999,34,60,34,60
original,8,4,7,20,145.03999999999999,35,62,35,62
original,6,4,5,22,144.96000000000001,35,62,35,62
original,7,9,13,10,144.80000000000001,41,64,41,64
original,6,4,5,23,144.72,36,64,36,64
original,6,7,8,16,144.72,38,62,38,62
original,8,4,11,16,144.63999999999999,35,62,35,62
original,6,3,6,20,144.16,32,58,32,58
original,8,3,9,18,144.08000000000001,33,60,33,60
original,5,8,11,13,143.91999999999999,40,64,40,64
original,6,0,0,26,143.28,26,52,26,52
original,6,10,11,11,143.28,42,64,42,64
original,5,2,13,15,142.88,32,60,32,60
original,6,3,5,23,142.88,34,62,34,62
original,6,1,13,18,142.56,33,64,33,64
original,8,5,7,19,142.31999999999999,36,62,36,62
original,6,3,14,13,141.91999999999999,33,60,33,60
original,6,1,11,20,141.84,33,64,33,64
original,7,3,12,15,141.59999999999999,33,60,33,60
original,6,5,5,21,141.59999999999999,36,62,36,62
original,6,3,12,15,141.52000000000001,33,60,33,60
original,5,4,14,12,141.52000000000001,34,60,34,60
original,7,6,4,22,141.36000000000001,38,64,38,64
original,6,2,6,23,141.28,33,62,33,62
original,7,0,11,21,140.96000000000001,32,64,32,64
original,7,2,6,24,140.88,34,64,34,64
original,7,2,7,20,140.56,31,58,31,58
original,8,5,11,15,140.16,36,62,36,62
original,7,2,6,21,139.59999999999999,31,58,31,58
original,6,5,9,16,139.59999999999999,35,60,35,60
original,5,5,16,11,139.36000000000001,37,64,37,64
original,6,5,15,11,139.03999999999999,36,62,36,62
original,6,7,7,17,138.40000000000001,38,62,38,62
original,6,7,9,15,138.31999999999999,38,62,38,62
original,8,3,16,13,138.24000000000001,35,64,35,64
original,5,6,6,20,138.16,38,64,38,64
original,5,4,7,20,138,35,62,35,62
original,6,2,10,18,137.03999999999999,32,60,32,60
original,6,3,15,12,136.72,33,60,33,60
original,6,2,11,18,136.72,33,62,33,62
original,5,3,9,18,136.63999999999999,33,60,33,60
original,6,6,11,14,136.47999999999999,37,62,37,62
original,7,4,13,14,136.47999999999999,35,62,35,62
original,6,2,17,13,136.40000000000001,34,64,34,64
original,8,4,7,19,136.40000000000001,34,60,34,60
original,8,3,8,19,136.16,33,60,33,60
original,5,5,6,21,136.08000000000001,37,64,37,64
original,6,4,16,11,136,35,62,35,62
original,5,3,16,12,136,34,62,34,62
original,8,9,8,15,135.59999999999999,41,64,41,64
original,8,6,15,11,135.52000000000001,38,64,38,64
original,5,3,11,15,135.28,32,58,32,58
original,6,6,6,18,135.28,36,60,36,60
original,5,3,7,21,135.12,34,62,34,62
original,7,4,14,12,135.03999999999999,34,60,34,60
original,7,5,17,10,134.63999999999999,37,64,37,64
original,7,1,14,17,134.47999999999999,33,64,33,64
original,5,2,11,18,134.47999999999999,33,62,33,62
original,8,3,10,17,134.40000000000001,33,60,33,60
original,7,2,5,23,134.31999999999999,32,60,32,60
original,5,4,8,18,134.24000000000001,34,60,34,60
original,7,4,8,17,133.44,33,58,33,58
original,6,4,15,11,133.44,34,60,34,60
original,5,3,8,19,133.44,33,60,33,60
original,8,9,10,13,133.44,41,64,41,64
original,6,8,5,19,133.28,40,64,40,64
original,5,6,9,16,133.28,37,62,37,62
original,7,5,4,23,132.88,37,64,37,64
