rho,components,tau,root_count,support_rank,support_components,support_kernel_dim,complement_rank,shapes,support_gaussian_logq_upper,min_logq_count,avg_logq_count,max_logq_count,min_fraction
2,1,2,3,2,1,2,0,24,4.158025414217798,1.1132827525593785,1.1132827525593785,1.1132827525593785,0.007444168734491315
2,2,2,3,2,2,2,0,30,4.158025414217798,2.226565505118757,2.226565505118757,2.226565505118757,0.04466501240694789
