depth,k,live_rows,output_support,zero_count,checked_pairs,extremal_pairs,extremal_both_subcube,first_non_subcube_extremal
4,16,2,8,8,1544400,16,16,

rows_subcube,outputs_subcube,extremal_pairs
1,1,16
