index,columns
698,0:1:2:3:5:24:33:52:61
699,0:1:2:3:5:24:34:52:62
700,0:1:2:3:5:24:35:52:63
701,0:1:2:3:5:25:26:53:54
702,0:1:2:3:5:25:27:53:55
703,0:1:2:3:5:25:28:53:56
704,0:1:2:3:5:25:29:53:57
705,0:1:2:3:5:25:30:53:58
706,0:1:2:3:5:25:31:53:59
707,0:1:2:3:5:25:32:53:60
708,0:1:2:3:5:25:33:53:61
709,0:1:2:3:5:25:34:53:62
710,0:1:2:3:5:25:35:53:63
711,0:1:2:3:5:26:27:54:55
712,0:1:2:3:5:26:28:54:56
713,0:1:2:3:5:26:29:54:57
714,0:1:2:3:5:26:30:54:58
715,0:1:2:3:5:26:31:54:59
716,0:1:2:3:5:26:32:54:60
717,0:1:2:3:5:26:33:54:61
718,0:1:2:3:5:26:34:54:62
719,0:1:2:3:5:26:35:54:63
720,0:1:2:3:5:27:28:55:56
721,0:1:2:3:5:27:29:55:57
722,0:1:2:3:5:27:30:55:58
723,0:1:2:3:5:27:31:55:59
724,0:1:2:3:5:27:32:55:60
725,0:1:2:3:5:27:33:55:61
726,0:1:2:3:5:27:34:55:62
727,0:1:2:3:5:27:35:55:63
728,0:1:2:3:5:28:29:56:57
729,0:1:2:3:5:28:30:56:58
730,0:1:2:3:5:28:31:56:59
731,0:1:2:3:5:28:32:56:60
732,0:1:2:3:5:28:33:56:61
733,0:1:2:3:5:28:34:56:62
734,0:1:2:3:5:28:35:56:63
735,0:1:2:3:5:29:30:57:58
736,0:1:2:3:5:29:31:57:59
737,0:1:2:3:5:29:32:57:60
738,0:1:2:3:5:29:33:57:61
739,0:1:2:3:5:29:34:57:62
740,0:1:2:3:5:29:35:57:63
741,0:1:2:3:5:30:31:58:59
742,0:1:2:3:5:30:32:58:60
743,0:1:2:3:5:30:33:58:61
744,0:1:2:3:5:30:34:58:62
745,0:1:2:3:5:30:35:58:63
746,0:1:2:3:5:31:32:59:60
747,0:1:2:3:5:31:33:59:61
748,0:1:2:3:5:31:34:59:62
749,0:1:2:3:5:31:35:59:63
750,0:1:2:3:5:32:33:60:61
751,0:1:2:3:5:32:34:60:62
752,0:1:2:3:5:32:35:60:63
753,0:1:2:3:5:33:34:61:62
754,0:1:2:3:5:33:35:61:63
755,0:1:2:3:5:34:35:62:63
756,0:1:2:3:6:8:9:36:37
757,0:1:2:3:6:8:10:36:38
758,0:1:2:3:6:8:11:36:39
759,0:1:2:3:6:8:12:36:40
760,0:1:2:3:6:8:13:36:41
761,0:1:2:3:6:8:14:36:42
762,0:1:2:3:6:8:15:36:43
763,0:1:2:3:6:8:16:36:44
764,0:1:2:3:6:8:17:36:45
765,0:1:2:3:6:8:18:36:46
766,0:1:2:3:6:8:19:36:47
767,0:1:2:3:6:8:20:36:48
768,0:1:2:3:6:8:21:36:49
769,0:1:2:3:6:8:22:36:50
770,0:1:2:3:6:8:23:36:51
771,0:1:2:3:6:8:24:36:52
772,0:1:2:3:6:8:25:36:53
773,0:1:2:3:6:8:26:36:54
774,0:1:2:3:6:8:27:36:55
775,0:1:2:3:6:8:28:36:56
776,0:1:2:3:6:8:29:36:57
777,0:1:2:3:6:8:30:36:58
778,0:1:2:3:6:8:31:36:59
779,0:1:2:3:6:8:32:36:60
780,0:1:2:3:6:8:33:36:61
781,0:1:2:3:6:8:34:36:62
782,0:1:2:3:6:8:35:36:63
783,0:1:2:3:6:9:10:37:38
784,0:1:2:3:6:9:11:37:39
785,0:1:2:3:6:9:12:37:40
786,0:1:2:3:6:9:13:37:41
787,0:1:2:3:6:9:14:37:42
788,0:1:2:3:6:9:15:37:43
789,0:1:2:3:6:9:16:37:44
790,0:1:2:3:6:9:17:37:45
791,0:1:2:3:6:9:18:37:46
792,0:1:2:3:6:9:19:37:47
793,0:1:2:3:6:9:20:37:48
794,0:1:2:3:6:9:21:37:49
795,0:1:2:3:6:9:22:37:50
796,0:1:2:3:6:9:23:37:51
797,0:1:2:3:6:9:24:37:52
798,0:1:2:3:6:9:25:37:53
799,0:1:2:3:6:9:26:37:54
800,0:1:2:3:6:9:27:37:55
801,0:1:2:3:6:9:28:37:56
802,0:1:2:3:6:9:29:37:57
803,0:1:2:3:6:9:30:37:58
804,0:1:2:3:6:9:31:37:59
805,0:1:2:3:6:9:32:37:60
806,0:1:2:3:6:9:33:37:61
807,0:1:2:3:6:9:34:37:62
808,0:1:2:3:6:9:35:37:63
809,0:1:2:3:6:10:11:38:39
810,0:1:2:3:6:10:12:38:40
811,0:1:2:3:6:10:13:38:41
812,0:1:2:3:6:10:14:38:42
813,0:1:2:3:6:10:15:38:43
814,0:1:2:3:6:10:16:38:44
815,0:1:2:3:6:10:17:38:45
816,0:1:2:3:6:10:18:38:46
817,0:1:2:3:6:10:19:38:47
818,0:1:2:3:6:10:20:38:48
819,0:1:2:3:6:10:21:38:49
820,0:1:2:3:6:10:22:38:50
821,0:1:2:3:6:10:23:38:51
822,0:1:2:3:6:10:24:38:52
823,0:1:2:3:6:10:25:38:53
824,0:1:2:3:6:10:26:38:54
825,0:1:2:3:6:10:27:38:55
826,0:1:2:3:6:10:28:38:56
827,0:1:2:3:6:10:29:38:57
828,0:1:2:3:6:10:30:38:58
829,0:1:2:3:6:10:31:38:59
830,0:1:2:3:6:10:32:38:60
831,0:1:2:3:6:10:33:38:61
832,0:1:2:3:6:10:34:38:62
833,0:1:2:3:6:10:35:38:63
834,0:1:2:3:6:11:12:39:40
835,0:1:2:3:6:11:13:39:41
836,0:1:2:3:6:11:14:39:42
837,0:1:2:3:6:11:15:39:43
838,0:1:2:3:6:11:16:39:44
839,0:1:2:3:6:11:17:39:45
840,0:1:2:3:6:11:18:39:46
841,0:1:2:3:6:11:19:39:47
842,0:1:2:3:6:11:20:39:48
843,0:1:2:3:6:11:21:39:49
844,0:1:2:3:6:11:22:39:50
845,0:1:2:3:6:11:23:39:51
846,0:1:2:3:6:11:24:39:52
847,0:1:2:3:6:11:25:39:53
848,0:1:2:3:6:11:26:39:54
849,0:1:2:3:6:11:27:39:55
850,0:1:2:3:6:11:28:39:56
851,0:1:2:3:6:11:29:39:57
852,0:1:2:3:6:11:30:39:58
853,0:1:2:3:6:11:31:39:59
854,0:1:2:3:6:11:32:39:60
855,0:1:2:3:6:11:33:39:61
856,0:1:2:3:6:11:34:39:62
857,0:1:2:3:6:11:35:39:63
858,0:1:2:3:6:12:13:40:41
859,0:1:2:3:6:12:14:40:42
860,0:1:2:3:6:12:15:40:43
861,0:1:2:3:6:12:16:40:44
862,0:1:2:3:6:12:17:40:45
863,0:1:2:3:6:12:18:40:46
864,0:1:2:3:6:12:19:40:47
865,0:1:2:3:6:12:20:40:48
866,0:1:2:3:6:12:21:40:49
867,0:1:2:3:6:12:22:40:50
868,0:1:2:3:6:12:23:40:51
869,0:1:2:3:6:12:24:40:52
870,0:1:2:3:6:12:25:40:53
871,0:1:2:3:6:12:26:40:54
872,0:1:2:3:6:12:27:40:55
873,0:1:2:3:6:12:28:40:56
874,0:1:2:3:6:12:29:40:57
875,0:1:2:3:6:12:30:40:58
876,0:1:2:3:6:12:31:40:59
877,0:1:2:3:6:12:32:40:60
878,0:1:2:3:6:12:33:40:61
879,0:1:2:3:6:12:34:40:62
880,0:1:2:3:6:12:35:40:63
881,0:1:2:3:6:13:14:41:42
882,0:1:2:3:6:13:15:41:43
883,0:1:2:3:6:13:16:41:44
884,0:1:2:3:6:13:17:41:45
885,0:1:2:3:6:13:18:41:46
886,0:1:2:3:6:13:19:41:47
887,0:1:2:3:6:13:20:41:48
888,0:1:2:3:6:13:21:41:49
889,0:1:2:3:6:13:22:41:50
890,0:1:2:3:6:13:23:41:51
891,0:1:2:3:6:13:24:41:52
892,0:1:2:3:6:13:25:41:53
893,0:1:2:3:6:13:26:41:54
894,0:1:2:3:6:13:27:41:55
895,0:1:2:3:6:13:28:41:56
896,0:1:2:3:6:13:29:41:57
897,0:1:2:3:6:13:30:41:58
898,0:1:2:3:6:13:31:41:59
899,0:1:2:3:6:13:32:41:60
900,0:1:2:3:6:13:33:41:61
901,0:1:2:3:6:13:34:41:62
902,0:1:2:3:6:13:35:41:63
903,0:1:2:3:6:14:15:42:43
904,0:1:2:3:6:14:16:42:44
905,0:1:2:3:6:14:17:42:45
906,0:1:2:3:6:14:18:42:46
907,0:1:2:3:6:14:19:42:47
908,0:1:2:3:6:14:20:42:48
909,0:1:2:3:6:14:21:42:49
910,0:1:2:3:6:14:22:42:50
911,0:1:2:3:6:14:23:42:51
912,0:1:2:3:6:14:24:42:52
913,0:1:2:3:6:14:25:42:53
914,0:1:2:3:6:14:26:42:54
915,0:1:2:3:6:14:27:42:55
916,0:1:2:3:6:14:28:42:56
917,0:1:2:3:6:14:29:42:57
918,0:1:2:3:6:14:30:42:58
919,0:1:2:3:6:14:31:42:59
920,0:1:2:3:6:14:32:42:60
921,0:1:2:3:6:14:33:42:61
922,0:1:2:3:6:14:34:42:62
923,0:1:2:3:6:14:35:42:63
924,0:1:2:3:6:15:16:43:44
925,0:1:2:3:6:15:17:43:45
926,0:1:2:3:6:15:18:43:46
927,0:1:2:3:6:15:19:43:47
928,0:1:2:3:6:15:20:43:48
929,0:1:2:3:6:15:21:43:49
930,0:1:2:3:6:15:22:43:50
931,0:1:2:3:6:15:23:43:51
932,0:1:2:3:6:15:24:43:52
933,0:1:2:3:6:15:25:43:53
934,0:1:2:3:6:15:26:43:54
935,0:1:2:3:6:15:27:43:55
936,0:1:2:3:6:15:28:43:56
937,0:1:2:3:6:15:29:43:57
938,0:1:2:3:6:15:30:43:58
939,0:1:2:3:6:15:31:43:59
940,0:1:2:3:6:15:32:43:60
941,0:1:2:3:6:15:33:43:61
942,0:1:2:3:6:15:34:43:62
943,0:1:2:3:6:15:35:43:63
944,0:1:2:3:6:16:17:44:45
945,0:1:2:3:6:16:18:44:46
946,0:1:2:3:6:16:19:44:47
947,0:1:2:3:6:16:20:44:48
948,0:1:2:3:6:16:21:44:49
949,0:1:2:3:6:16:22:44:50
950,0:1:2:3:6:16:23:44:51
951,0:1:2:3:6:16:24:44:52
952,0:1:2:3:6:16:25:44:53
953,0:1:2:3:6:16:26:44:54
954,0:1:2:3:6:16:27:44:55
955,0:1:2:3:6:16:28:44:56
956,0:1:2:3:6:16:29:44:57
957,0:1:2:3:6:16:30:44:58
958,0:1:2:3:6:16:31:44:59
959,0:1:2:3:6:16:32:44:60
960,0:1:2:3:6:16:33:44:61
961,0:1:2:3:6:16:34:44:62
962,0:1:2:3:6:16:35:44:63
963,0:1:2:3:6:17:18:45:46
964,0:1:2:3:6:17:19:45:47
965,0:1:2:3:6:17:20:45:48
966,0:1:2:3:6:17:21:45:49
967,0:1:2:3:6:17:22:45:50
968,0:1:2:3:6:17:23:45:51
969,0:1:2:3:6:17:24:45:52
970,0:1:2:3:6:17:25:45:53
971,0:1:2:3:6:17:26:45:54
972,0:1:2:3:6:17:27:45:55
973,0:1:2:3:6:17:28:45:56
974,0:1:2:3:6:17:29:45:57
975,0:1:2:3:6:17:30:45:58
976,0:1:2:3:6:17:31:45:59
977,0:1:2:3:6:17:32:45:60
978,0:1:2:3:6:17:33:45:61
979,0:1:2:3:6:17:34:45:62
980,0:1:2:3:6:17:35:45:63
981,0:1:2:3:6:18:19:46:47
982,0:1:2:3:6:18:20:46:48
983,0:1:2:3:6:18:21:46:49
984,0:1:2:3:6:18:22:46:50
985,0:1:2:3:6:18:23:46:51
986,0:1:2:3:6:18:24:46:52
987,0:1:2:3:6:18:25:46:53
988,0:1:2:3:6:18:26:46:54
989,0:1:2:3:6:18:27:46:55
990,0:1:2:3:6:18:28:46:56
991,0:1:2:3:6:18:29:46:57
992,0:1:2:3:6:18:30:46:58
993,0:1:2:3:6:18:31:46:59
994,0:1:2:3:6:18:32:46:60
995,0:1:2:3:6:18:33:46:61
996,0:1:2:3:6:18:34:46:62
997,0:1:2:3:6:18:35:46:63
998,0:1:2:3:6:19:20:47:48
999,0:1:2:3:6:19:21:47:49
1000,0:1:2:3:6:19:22:47:50
1001,0:1:2:3:6:19:23:47:51
1002,0:1:2:3:6:19:24:47:52
1003,0:1:2:3:6:19:25:47:53
1004,0:1:2:3:6:19:26:47:54
1005,0:1:2:3:6:19:27:47:55
1006,0:1:2:3:6:19:28:47:56
1007,0:1:2:3:6:19:29:47:57
1008,0:1:2:3:6:19:30:47:58
1009,0:1:2:3:6:19:31:47:59
1010,0:1:2:3:6:19:32:47:60
1011,0:1:2:3:6:19:33:47:61
1012,0:1:2:3:6:19:34:47:62
1013,0:1:2:3:6:19:35:47:63
1014,0:1:2:3:6:20:21:48:49
1015,0:1:2:3:6:20:22:48:50
1016,0:1:2:3:6:20:23:48:51
1017,0:1:2:3:6:20:24:48:52
1018,0:1:2:3:6:20:25:48:53
1019,0:1:2:3:6:20:26:48:54
1020,0:1:2:3:6:20:27:48:55
1021,0:1:2:3:6:20:28:48:56
1022,0:1:2:3:6:20:29:48:57
1023,0:1:2:3:6:20:30:48:58
1024,0:1:2:3:6:20:31:48:59
1025,0:1:2:3:6:20:32:48:60
1026,0:1:2:3:6:20:33:48:61
1027,0:1:2:3:6:20:34:48:62
1028,0:1:2:3:6:20:35:48:63
1029,0:1:2:3:6:21:22:49:50
1030,0:1:2:3:6:21:23:49:51
1031,0:1:2:3:6:21:24:49:52
1032,0:1:2:3:6:21:25:49:53
1033,0:1:2:3:6:21:26:49:54
1034,0:1:2:3:6:21:27:49:55
1035,0:1:2:3:6:21:28:49:56
1036,0:1:2:3:6:21:29:49:57
1037,0:1:2:3:6:21:30:49:58
1038,0:1:2:3:6:21:31:49:59
1039,0:1:2:3:6:21:32:49:60
1040,0:1:2:3:6:21:33:49:61
1041,0:1:2:3:6:21:34:49:62
1042,0:1:2:3:6:21:35:49:63
1043,0:1:2:3:6:22:23:50:51
1044,0:1:2:3:6:22:24:50:52
1045,0:1:2:3:6:22:25:50:53
1046,0:1:2:3:6:22:26:50:54
1047,0:1:2:3:6:22:27:50:55
1048,0:1:2:3:6:22:28:50:56
1049,0:1:2:3:6:22:29:50:57
1050,0:1:2:3:6:22:30:50:58
1051,0:1:2:3:6:22:31:50:59
1052,0:1:2:3:6:22:32:50:60
1053,0:1:2:3:6:22:33:50:61
1054,0:1:2:3:6:22:34:50:62
1055,0:1:2:3:6:22:35:50:63
1056,0:1:2:3:6:23:24:51:52
1057,0:1:2:3:6:23:25:51:53
1058,0:1:2:3:6:23:26:51:54
1059,0:1:2:3:6:23:27:51:55
1060,0:1:2:3:6:23:28:51:56
1061,0:1:2:3:6:23:29:51:57
1062,0:1:2:3:6:23:30:51:58
1063,0:1:2:3:6:23:31:51:59
1064,0:1:2:3:6:23:32:51:60
1065,0:1:2:3:6:23:33:51:61
1066,0:1:2:3:6:23:34:51:62
1067,0:1:2:3:6:23:35:51:63
1068,0:1:2:3:6:24:25:52:53
1069,0:1:2:3:6:24:26:52:54
1070,0:1:2:3:6:24:27:52:55
1071,0:1:2:3:6:24:28:52:56
1072,0:1:2:3:6:24:29:52:57
1073,0:1:2:3:6:24:30:52:58
1074,0:1:2:3:6:24:31:52:59
1075,0:1:2:3:6:24:32:52:60
1076,0:1:2:3:6:24:33:52:61
1077,0:1:2:3:6:24:34:52:62
1078,0:1:2:3:6:24:35:52:63
1079,0:1:2:3:6:25:26:53:54
1080,0:1:2:3:6:25:27:53:55
1081,0:1:2:3:6:25:28:53:56
1082,0:1:2:3:6:25:29:53:57
1083,0:1:2:3:6:25:30:53:58
1084,0:1:2:3:6:25:31:53:59
1085,0:1:2:3:6:25:32:53:60
1086,0:1:2:3:6:25:33:53:61
1087,0:1:2:3:6:25:34:53:62
1088,0:1:2:3:6:25:35:53:63
1089,0:1:2:3:6:26:27:54:55
1090,0:1:2:3:6:26:28:54:56
1091,0:1:2:3:6:26:29:54:57
1092,0:1:2:3:6:26:30:54:58
1093,0:1:2:3:6:26:31:54:59
1094,0:1:2:3:6:26:32:54:60
1095,0:1:2:3:6:26:33:54:61
1096,0:1:2:3:6:26:34:54:62
1097,0:1:2:3:6:26:35:54:63
1098,0:1:2:3:6:27:28:55:56
1099,0:1:2:3:6:27:29:55:57
1100,0:1:2:3:6:27:30:55:58
1101,0:1:2:3:6:27:31:55:59
1102,0:1:2:3:6:27:32:55:60
1103,0:1:2:3:6:27:33:55:61
1104,0:1:2:3:6:27:34:55:62
1105,0:1:2:3:6:27:35:55:63
1106,0:1:2:3:6:28:29:56:57
1107,0:1:2:3:6:28:30:56:58
1108,0:1:2:3:6:28:31:56:59
1109,0:1:2:3:6:28:32:56:60
1110,0:1:2:3:6:28:33:56:61
1111,0:1:2:3:6:28:34:56:62
1112,0:1:2:3:6:28:35:56:63
1113,0:1:2:3:6:29:30:57:58
1114,0:1:2:3:6:29:31:57:59
1115,0:1:2:3:6:29:32:57:60
1116,0:1:2:3:6:29:33:57:61
1117,0:1:2:3:6:29:34:57:62
1118,0:1:2:3:6:29:35:57:63
1119,0:1:2:3:6:30:31:58:59
1120,0:1:2:3:6:30:32:58:60
1121,0:1:2:3:6:30:33:58:61
1122,0:1:2:3:6:30:34:58:62
1123,0:1:2:3:6:30:35:58:63
1124,0:1:2:3:6:31:32:59:60
1125,0:1:2:3:6:31:33:59:61
1126,0:1:2:3:6:31:34:59:62
1127,0:1:2:3:6:31:35:59:63
1128,0:1:2:3:6:32:33:60:61
1129,0:1:2:3:6:32:34:60:62
1130,0:1:2:3:6:32:35:60:63
1131,0:1:2:3:6:33:34:61:62
1132,0:1:2:3:6:33:35:61:63
1133,0:1:2:3:6:34:35:62:63
1134,0:1:2:3:7:8:9:36:37
1135,0:1:2:3:7:8:10:36:38
1136,0:1:2:3:7:8:11:36:39
1137,0:1:2:3:7:8:12:36:40
1138,0:1:2:3:7:8:13:36:41
1139,0:1:2:3:7:8:14:36:42
1140,0:1:2:3:7:8:15:36:43
1141,0:1:2:3:7:8:16:36:44
1142,0:1:2:3:7:8:17:36:45
1143,0:1:2:3:7:8:18:36:46
1144,0:1:2:3:7:8:19:36:47
1145,0:1:2:3:7:8:20:36:48
1146,0:1:2:3:7:8:21:36:49
1147,0:1:2:3:7:8:22:36:50
1148,0:1:2:3:7:8:23:36:51
1149,0:1:2:3:7:8:24:36:52
1150,0:1:2:3:7:8:25:36:53
1151,0:1:2:3:7:8:26:36:54
1152,0:1:2:3:7:8:27:36:55
1153,0:1:2:3:7:8:28:36:56
1154,0:1:2:3:7:8:29:36:57
1155,0:1:2:3:7:8:30:36:58
1156,0:1:2:3:7:8:31:36:59
1157,0:1:2:3:7:8:32:36:60
1158,0:1:2:3:7:8:33:36:61
1159,0:1:2:3:7:8:34:36:62
1160,0:1:2:3:7:8:35:36:63
1161,0:1:2:3:7:9:10:37:38
1162,0:1:2:3:7:9:11:37:39
1163,0:1:2:3:7:9:12:37:40
1164,0:1:2:3:7:9:13:37:41
1165,0:1:2:3:7:9:14:37:42
1166,0:1:2:3:7:9:15:37:43
1167,0:1:2:3:7:9:16:37:44
1168,0:1:2:3:7:9:17:37:45
1169,0:1:2:3:7:9:18:37:46
1170,0:1:2:3:7:9:19:37:47
1171,0:1:2:3:7:9:20:37:48
1172,0:1:2:3:7:9:21:37:49
1173,0:1:2:3:7:9:22:37:50
1174,0:1:2:3:7:9:23:37:51
1175,0:1:2:3:7:9:24:37:52
1176,0:1:2:3:7:9:25:37:53
1177,0:1:2:3:7:9:26:37:54
1178,0:1:2:3:7:9:27:37:55
1179,0:1:2:3:7:9:28:37:56
1180,0:1:2:3:7:9:29:37:57
1181,0:1:2:3:7:9:30:37:58
1182,0:1:2:3:7:9:31:37:59
1183,0:1:2:3:7:9:32:37:60
1184,0:1:2:3:7:9:33:37:61
1185,0:1:2:3:7:9:34:37:62
1186,0:1:2:3:7:9:35:37:63
1187,0:1:2:3:7:10:11:38:39
1188,0:1:2:3:7:10:12:38:40
1189,0:1:2:3:7:10:13:38:41
1190,0:1:2:3:7:10:14:38:42
1191,0:1:2:3:7:10:15:38:43
1192,0:1:2:3:7:10:16:38:44
1193,0:1:2:3:7:10:17:38:45
1194,0:1:2:3:7:10:18:38:46
1195,0:1:2:3:7:10:19:38:47
1196,0:1:2:3:7:10:20:38:48
1197,0:1:2:3:7:10:21:38:49
1198,0:1:2:3:7:10:22:38:50
1199,0:1:2:3:7:10:23:38:51
1200,0:1:2:3:7:10:24:38:52
1201,0:1:2:3:7:10:25:38:53
1202,0:1:2:3:7:10:26:38:54
1203,0:1:2:3:7:10:27:38:55
1204,0:1:2:3:7:10:28:38:56
1205,0:1:2:3:7:10:29:38:57
1206,0:1:2:3:7:10:30:38:58
1207,0:1:2:3:7:10:31:38:59
1208,0:1:2:3:7:10:32:38:60
1209,0:1:2:3:7:10:33:38:61
1210,0:1:2:3:7:10:34:38:62
1211,0:1:2:3:7:10:35:38:63
1212,0:1:2:3:7:11:12:39:40
1213,0:1:2:3:7:11:13:39:41
1214,0:1:2:3:7:11:14:39:42
1215,0:1:2:3:7:11:15:39:43
1216,0:1:2:3:7:11:16:39:44
1217,0:1:2:3:7:11:17:39:45
1218,0:1:2:3:7:11:18:39:46
1219,0:1:2:3:7:11:19:39:47
1220,0:1:2:3:7:11:20:39:48
1221,0:1:2:3:7:11:21:39:49
1222,0:1:2:3:7:11:22:39:50
1223,0:1:2:3:7:11:23:39:51
1224,0:1:2:3:7:11:24:39:52
1225,0:1:2:3:7:11:25:39:53
1226,0:1:2:3:7:11:26:39:54
1227,0:1:2:3:7:11:27:39:55
1228,0:1:2:3:7:11:28:39:56
1229,0:1:2:3:7:11:29:39:57
1230,0:1:2:3:7:11:30:39:58
1231,0:1:2:3:7:11:31:39:59
1232,0:1:2:3:7:11:32:39:60
1233,0:1:2:3:7:11:33:39:61
1234,0:1:2:3:7:11:34:39:62
1235,0:1:2:3:7:11:35:39:63
1236,0:1:2:3:7:12:13:40:41
1237,0:1:2:3:7:12:14:40:42
1238,0:1:2:3:7:12:15:40:43
1239,0:1:2:3:7:12:16:40:44
1240,0:1:2:3:7:12:17:40:45
1241,0:1:2:3:7:12:18:40:46
1242,0:1:2:3:7:12:19:40:47
1243,0:1:2:3:7:12:20:40:48
1244,0:1:2:3:7:12:21:40:49
1245,0:1:2:3:7:12:22:40:50
1246,0:1:2:3:7:12:23:40:51
1247,0:1:2:3:7:12:24:40:52
1248,0:1:2:3:7:12:25:40:53
1249,0:1:2:3:7:12:26:40:54
1250,0:1:2:3:7:12:27:40:55
1251,0:1:2:3:7:12:28:40:56
1252,0:1:2:3:7:12:29:40:57
1253,0:1:2:3:7:12:30:40:58
1254,0:1:2:3:7:12:31:40:59
1255,0:1:2:3:7:12:32:40:60
1256,0:1:2:3:7:12:33:40:61
1257,0:1:2:3:7:12:34:40:62
1258,0:1:2:3:7:12:35:40:63
1259,0:1:2:3:7:13:14:41:42
1260,0:1:2:3:7:13:15:41:43
1261,0:1:2:3:7:13:16:41:44
1262,0:1:2:3:7:13:17:41:45
1263,0:1:2:3:7:13:18:41:46
1264,0:1:2:3:7:13:19:41:47
1265,0:1:2:3:7:13:20:41:48
1266,0:1:2:3:7:13:21:41:49
1267,0:1:2:3:7:13:22:41:50
1268,0:1:2:3:7:13:23:41:51
1269,0:1:2:3:7:13:24:41:52
1270,0:1:2:3:7:13:25:41:53
1271,0:1:2:3:7:13:26:41:54
1272,0:1:2:3:7:13:27:41:55
1273,0:1:2:3:7:13:28:41:56
1274,0:1:2:3:7:13:29:41:57
1275,0:1:2:3:7:13:30:41:58
1276,0:1:2:3:7:13:31:41:59
1277,0:1:2:3:7:13:32:41:60
1278,0:1:2:3:7:13:33:41:61
1279,0:1:2:3:7:13:34:41:62
1280,0:1:2:3:7:13:35:41:63
1281,0:1:2:3:7:14:15:42:43
1282,0:1:2:3:7:14:16:42:44
1283,0:1:2:3:7:14:17:42:45
1284,0:1:2:3:7:14:18:42:46
1285,0:1:2:3:7:14:19:42:47
1286,0:1:2:3:7:14:20:42:48
1287,0:1:2:3:7:14:21:42:49
1288,0:1:2:3:7:14:22:42:50
1289,0:1:2:3:7:14:23:42:51
1290,0:1:2:3:7:14:24:42:52
1291,0:1:2:3:7:14:25:42:53
1292,0:1:2:3:7:14:26:42:54
1293,0:1:2:3:7:14:27:42:55
1294,0:1:2:3:7:14:28:42:56
1295,0:1:2:3:7:14:29:42:57
1296,0:1:2:3:7:14:30:42:58
1297,0:1:2:3:7:14:31:42:59
1298,0:1:2:3:7:14:32:42:60
1299,0:1:2:3:7:14:33:42:61
1300,0:1:2:3:7:14:34:42:62
1301,0:1:2:3:7:14:35:42:63
1302,0:1:2:3:7:15:16:43:44
1303,0:1:2:3:7:15:17:43:45
1304,0:1:2:3:7:15:18:43:46
1305,0:1:2:3:7:15:19:43:47
1306,0:1:2:3:7:15:20:43:48
1307,0:1:2:3:7:15:21:43:49
1308,0:1:2:3:7:15:22:43:50
1309,0:1:2:3:7:15:23:43:51
1310,0:1:2:3:7:15:24:43:52
1311,0:1:2:3:7:15:25:43:53
1312,0:1:2:3:7:15:26:43:54
1313,0:1:2:3:7:15:27:43:55
1314,0:1:2:3:7:15:28:43:56
1315,0:1:2:3:7:15:29:43:57
1316,0:1:2:3:7:15:30:43:58
1317,0:1:2:3:7:15:31:43:59
1318,0:1:2:3:7:15:32:43:60
1319,0:1:2:3:7:15:33:43:61
1320,0:1:2:3:7:15:34:43:62
1321,0:1:2:3:7:15:35:43:63
1322,0:1:2:3:7:16:17:44:45
1323,0:1:2:3:7:16:18:44:46
1324,0:1:2:3:7:16:19:44:47
1325,0:1:2:3:7:16:20:44:48
1326,0:1:2:3:7:16:21:44:49
1327,0:1:2:3:7:16:22:44:50
1328,0:1:2:3:7:16:23:44:51
1329,0:1:2:3:7:16:24:44:52
1330,0:1:2:3:7:16:25:44:53
1331,0:1:2:3:7:16:26:44:54
1332,0:1:2:3:7:16:27:44:55
1333,0:1:2:3:7:16:28:44:56
1334,0:1:2:3:7:16:29:44:57
1335,0:1:2:3:7:16:30:44:58
1336,0:1:2:3:7:16:31:44:59
1337,0:1:2:3:7:16:32:44:60
1338,0:1:2:3:7:16:33:44:61
1339,0:1:2:3:7:16:34:44:62
1340,0:1:2:3:7:16:35:44:63
1341,0:1:2:3:7:17:18:45:46
1342,0:1:2:3:7:17:19:45:47
1343,0:1:2:3:7:17:20:45:48
1344,0:1:2:3:7:17:21:45:49
1345,0:1:2:3:7:17:22:45:50
1346,0:1:2:3:7:17:23:45:51
1347,0:1:2:3:7:17:24:45:52
1348,0:1:2:3:7:17:25:45:53
1349,0:1:2:3:7:17:26:45:54
1350,0:1:2:3:7:17:27:45:55
1351,0:1:2:3:7:17:28:45:56
1352,0:1:2:3:7:17:29:45:57
1353,0:1:2:3:7:17:30:45:58
1354,0:1:2:3:7:17:31:45:59
1355,0:1:2:3:7:17:32:45:60
1356,0:1:2:3:7:17:33:45:61
1357,0:1:2:3:7:17:34:45:62
1358,0:1:2:3:7:17:35:45:63
1359,0:1:2:3:7:18:19:46:47
1360,0:1:2:3:7:18:20:46:48
1361,0:1:2:3:7:18:21:46:49
1362,0:1:2:3:7:18:22:46:50
1363,0:1:2:3:7:18:23:46:51
1364,0:1:2:3:7:18:24:46:52
1365,0:1:2:3:7:18:25:46:53
1366,0:1:2:3:7:18:26:46:54
1367,0:1:2:3:7:18:27:46:55
1368,0:1:2:3:7:18:28:46:56
1369,0:1:2:3:7:18:29:46:57
1370,0:1:2:3:7:18:30:46:58
1371,0:1:2:3:7:18:31:46:59
1372,0:1:2:3:7:18:32:46:60
1373,0:1:2:3:7:18:33:46:61
1374,0:1:2:3:7:18:34:46:62
1375,0:1:2:3:7:18:35:46:63
1376,0:1:2:3:7:19:20:47:48
1377,0:1:2:3:7:19:21:47:49
