depth,total_expansion,k,live_rows,live_bits,missing_direction,systematic_count,parity_count,zero_count,columns
6,8,64,56:57:58:59:60:61:62:63,3,0,56,56,112,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18:19:20:21:22:23:24:25:26:27:28:29:30:31:32:33:34:35:36:37:38:39:40:41:42:43:44:45:46:47:48:49:50:51:52:53:54:55:71:78:85:92:99:106:113:127:134:141:148:155:162:169:183:190:197:204:211:218:225:239:246:253:260:267:274:281:295:302:309:316:323:330:337:351:358:365:372:379:386:393:407:414:421:428:435:442:449:463:470:477:484:491:498:505
