"subset_index","columns","support_mask","support_columns","rho","components","tau","root_count","support_rank","support_components","delta","generic_kernel_dim","complement_rank","generic_endpoint_logq","component_endpoint_logq","endpoint_bound_logq","endpoint_root_weight_logq","line_assignments","kernel_profile","contained_root_line_count","contained_root_line_logq","exact_root_line_count","exact_root_line_logq","asymptotic_root_weight_logq","endpoint_excess_logq","projective_line_factor_logq","nonzero_root_normalization_logq","exceptional_kappa3_count","residual_endpoint_excess_logq"
"6","3:5:8:13:15","26","5:13:15","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"6","3:5:8:13:15","28","8:13:15","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"6","3:5:8:13:15","15","3:5:8:13","4","1","2","4","4","4","3","2","1","4","6","6","2","20736","2:20724;3:12","22320","4.1758447627321456","21744","4.164941334045784","0.1649413340457837","-1.8350586659542163","0.14514625050840735","0.15898972884349005","NA","-2.1391946453061137"
"6","3:5:8:13:15","23","3:5:8:15","4","1","2","4","4","4","3","2","1","4","6","6","2","20736","2:20724;3:12","22320","4.1758447627321456","21744","4.164941334045784","0.1649413340457837","-1.8350586659542163","0.14514625050840735","0.15898972884349005","NA","-2.1391946453061137"
"6","3:5:8:13:15","27","3:5:13:15","4","1","2","4","4","4","3","2","1","4","6","6","2","20736","2:20724;3:12","22320","4.1758447627321456","21744","4.164941334045784","0.1649413340457837","-1.8350586659542163","0.14514625050840735","0.15898972884349005","NA","-2.1391946453061137"
"6","3:5:8:13:15","29","3:8:13:15","4","1","2","4","4","4","3","2","1","4","6","6","2","20736","2:20724;3:12","22320","4.1758447627321456","21744","4.164941334045784","0.1649413340457837","-1.8350586659542163","0.14514625050840735","0.15898972884349005","NA","-2.1391946453061137"
"6","3:5:8:13:15","30","5:8:13:15","4","1","2","4","4","4","3","2","1","4","6","6","2","20736","2:20724;3:12","22320","4.1758447627321456","21744","4.164941334045784","0.1649413340457837","-1.8350586659542163","0.14514625050840735","0.15898972884349005","NA","-2.1391946453061137"
"6","3:5:8:13:15","31","3:5:8:13:15","4","1","2","5","4","1","4","3","0","7","5","7","2","248832","3:248820;4:12","33287772","7.223293225851743","31965852","7.206394275015425","2.206394275015425","0.20639427501542507","0.18143281313550919","0.19873716105436257","NA","-0.17377569917444669"
"7","0:4:7:12:15","7","0:4:7","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"7","0:4:7:12:15","11","0:4:12","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"7","0:4:7:12:15","13","0:7:12","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"7","0:4:7:12:15","14","4:7:12","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"7","0:4:7:12:15","19","0:4:15","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
"7","0:4:7:12:15","21","0:7:15","4","1","2","3","3","3","2","1","2","-Infinity","3","3","0","1728","1:1716;2:12","12","1.0362865626271018","12","1.0362865626271018","-1.9637134373728982","-1.9637134373728982","0.10885968788130551","0.11924229663261754","NA","-2.1918154218868211"
