mode,status,bound_model,polynomial_factor_status,systematic_model,depth,expansion,k,n,q_log2,security_bits,log2_poly_factor,z,excess,log2_bad,slack_bits,distance_lower_bound,relative_distance_lower_bound,mds_relative_distance,relative_gap_to_mds,best_systematic_zeros,local_theorems_used,paired_compression_trace_json
original,idealized_conditional_on_theorem_package,final_shape_union_bound_not_full_recurrence,"C(d,N)=1 idealization; use --log2-poly-factor after constants are bounded",not_applicable,11,8,2048,16384,128.0,80.0,0.0,2119,71,-119.67789152872501,39.67789152872501,14266,0.8707275390625,0.87506103515625,0.00433349609375,,tau=1 support-subcode lemma; tau=2 corrected root-line endpoint theorem assumed; component/full-rank endpoint via diagonal endomorphisms; generic two-copy matroid-union endpoint included; finite-replica rank-pattern recurrence assumed; paired compression preserves relative excess assumed,"[{""effective_depth"":0,""effective_k"":1,""effective_n"":8,""crossing_excess"":0,""scaled_excess_to_top"":0,""scaled_relative_gap"":0.0},{""effective_depth"":1,""effective_k"":2,""effective_n"":16,""crossing_excess"":0,""scaled_excess_to_top"":0,""scaled_relative_gap"":0.0},{""effective_depth"":2,""effective_k"":4,""effective_n"":32,""crossing_excess"":0,""scaled_excess_to_top"":0,""scaled_relative_gap"":0.0},{""effective_depth"":3,""effective_k"":8,""effective_n"":64,""crossing_excess"":0,""scaled_excess_to_top"":0,""scaled_relative_gap"":0.0},{""effective_depth"":4,""effective_k"":16,""effective_n"":128,""crossing_excess"":1,""scaled_excess_to_top"":128,""scaled_relative_gap"":0.0078125},{""effective_depth"":5,""effective_k"":32,""effective_n"":256,""crossing_excess"":1,""scaled_excess_to_top"":64,""scaled_relative_gap"":0.00390625},{""effective_depth"":6,""effective_k"":64,""effective_n"":512,""crossing_excess"":2,""scaled_excess_to_top"":64,""scaled_relative_gap"":0.00390625},{""effective_depth"":7,""effective_k"":128,""effective_n"":1024,""crossing_excess"":5,""scaled_excess_to_top"":80,""scaled_relative_gap"":0.0048828125},{""effective_depth"":8,""effective_k"":256,""effective_n"":2048,""crossing_excess"":9,""scaled_excess_to_top"":72,""scaled_relative_gap"":0.00439453125},{""effective_depth"":9,""effective_k"":512,""effective_n"":4096,""crossing_excess"":18,""scaled_excess_to_top"":72,""scaled_relative_gap"":0.00439453125},{""effective_depth"":10,""effective_k"":1024,""effective_n"":8192,""crossing_excess"":36,""scaled_excess_to_top"":72,""scaled_relative_gap"":0.00439453125},{""effective_depth"":11,""effective_k"":2048,""effective_n"":16384,""crossing_excess"":71,""scaled_excess_to_top"":71,""scaled_relative_gap"":0.00433349609375}]"
