rho,components,tau,root_count,support_rank,support_components,delta,complement_rank,generic_kernel_dim,shapes,min_exact_root_line_logq,avg_exact_root_line_logq,max_exact_root_line_logq,min_contained_root_line_logq,max_contained_root_line_logq,min_asymptotic_root_weight_logq,max_asymptotic_root_weight_logq,kernel_profiles
5,5,2,2,2,2,2,3,2,6,2.226565505118757,2.226565505118757,2.226565505118757,2.226565505118757,2.226565505118757,0.22656550511875695,0.22656550511875695,2:36
5,5,2,3,2,2,2,3,1,4,2.226565505118757,2.226565505118757,2.226565505118757,2.226565505118757,2.226565505118757,-0.773434494881243,-0.773434494881243,1:180;2:36
5,5,2,3,3,3,3,2,3,4,5.41026332894709,5.41026332894709,5.41026332894709,5.473504472655458,5.473504472655458,2.4102633289470896,2.4102633289470896,3:216
5,5,2,4,3,3,3,2,2,6,5.41026332894709,5.41026332894709,5.41026332894709,5.566413762796891,5.566413762796891,1.4102633289470896,1.4102633289470896,2:1080;3:216
5,5,2,4,4,4,4,1,4,1,8.51280227028115,8.51280227028115,8.51280227028115,8.611156424455313,8.611156424455313,4.512802270281149,4.512802270281149,4:1296
5,5,2,5,4,4,4,1,3,4,8.51280227028115,8.51280227028115,8.51280227028115,8.72044344019216,8.72044344019216,3.512802270281149,3.512802270281149,3:6480;4:1296
5,5,2,6,5,5,5,0,4,1,11.602149161942314,11.602149161942314,11.602149161942314,11.841053492164933,11.841053492164933,5.6021491619423145,5.6021491619423145,4:38880;5:7776
6,6,2,2,2,2,2,4,2,45,2.226565505118757,2.226565505118757,2.226565505118757,2.226565505118757,2.226565505118757,0.22656550511875695,0.22656550511875695,2:36
6,6,2,3,3,3,3,3,3,60,5.41026332894709,5.41026332894709,5.41026332894709,5.473504472655458,5.473504472655458,2.4102633289470896,2.4102633289470896,3:216
6,6,2,4,4,4,4,2,4,45,8.51280227028115,8.51280227028115,8.51280227028115,8.611156424455313,8.611156424455313,4.512802270281149,4.512802270281149,4:1296
6,6,2,5,5,5,5,1,5,18,11.602149161942314,11.602149161942314,11.602149161942314,11.728434913837221,11.728434913837221,6.6021491619423145,6.6021491619423145,5:7776
6,6,2,6,6,6,6,0,6,3,14.691686275094522,14.69168627509452,14.691686275094522,14.843468904796765,14.843468904796765,8.691686275094522,8.691686275094522,6:46656
