depth,k,output_weight_bound,zero_count,log2_union_tail
11,2048,769,1279,-161762.36345883
11,2048,770,1278,-161633.63137292
11,2048,771,1277,-161504.90228785
11,2048,772,1276,-161376.17620207
11,2048,773,1275,-161247.45311406
11,2048,774,1274,-161118.73302229
11,2048,775,1273,-160990.01592523
11,2048,776,1272,-160861.30182136
11,2048,777,1271,-160732.59070920
11,2048,778,1270,-160603.88258723
11,2048,779,1269,-160475.17745396
11,2048,780,1268,-160346.47530792
11,2048,781,1267,-160217.77614763
11,2048,782,1266,-160089.07997162
11,2048,783,1265,-159960.38677843
11,2048,784,1264,-159831.69656660
11,2048,785,1263,-159703.00933470
11,2048,786,1262,-159574.32508128
11,2048,787,1261,-159445.64380491
11,2048,788,1260,-159316.96550417
11,2048,789,1259,-159188.29017764
11,2048,790,1258,-159059.61782391
11,2048,791,1257,-158930.94844159
11,2048,792,1256,-158802.28202928
11,2048,793,1255,-158673.61858558
11,2048,794,1254,-158544.95810913
11,2048,795,1253,-158416.30059855
11,2048,796,1252,-158287.64605247
11,2048,797,1251,-158158.99446954
11,2048,798,1250,-158030.34584840
11,2048,799,1249,-157901.70018771
11,2048,800,1248,-157773.05748614
11,2048,801,1247,-157644.41774235
11,2048,802,1246,-157515.78095503
11,2048,803,1245,-157387.14712285
11,2048,804,1244,-157258.51624452
11,2048,805,1243,-157129.88831872
11,2048,806,1242,-157001.26334417
11,2048,807,1241,-156872.64131957
11,2048,808,1240,-156744.02224366
11,2048,809,1239,-156615.40611514
11,2048,810,1238,-156486.79293277
11,2048,811,1237,-156358.18269527
11,2048,812,1236,-156229.57540141
11,2048,813,1235,-156100.97104992
11,2048,814,1234,-155972.36963958
11,2048,815,1233,-155843.77116915
11,2048,816,1232,-155715.17563741
11,2048,817,1231,-155586.58304313
11,2048,818,1230,-155457.99338512
11,2048,819,1229,-155329.40666216
11,2048,820,1228,-155200.82287306
11,2048,821,1227,-155072.24201663
11,2048,822,1226,-154943.66409168
11,2048,823,1225,-154815.08909703
11,2048,824,1224,-154686.51703153
11,2048,825,1223,-154557.94789399
11,2048,826,1222,-154429.38168328
11,2048,827,1221,-154300.81839823
11,2048,828,1220,-154172.25803770
11,2048,829,1219,-154043.70060056
11,2048,830,1218,-153915.14608567
11,2048,831,1217,-153786.59449192
11,2048,832,1216,-153658.04581819
11,2048,833,1215,-153529.50006336
11,2048,834,1214,-153400.95722633
11,2048,835,1213,-153272.41730602
11,2048,836,1212,-153143.88030131
11,2048,837,1211,-153015.34621114
11,2048,838,1210,-152886.81503443
11,2048,839,1209,-152758.28677009
11,2048,840,1208,-152629.76141708
11,2048,841,1207,-152501.23897433
11,2048,842,1206,-152372.71944080
11,2048,843,1205,-152244.20281542
11,2048,844,1204,-152115.68909718
11,2048,845,1203,-151987.17828504
11,2048,846,1202,-151858.67037796
11,2048,847,1201,-151730.16537494
11,2048,848,1200,-151601.66327496
11,2048,849,1199,-151473.16407701
11,2048,850,1198,-151344.66778010
11,2048,851,1197,-151216.17438323
11,2048,852,1196,-151087.68388541
11,2048,853,1195,-150959.19628567
11,2048,854,1194,-150830.71158303
11,2048,855,1193,-150702.22977652
11,2048,856,1192,-150573.75086517
11,2048,857,1191,-150445.27484805
11,2048,858,1190,-150316.80172419
11,2048,859,1189,-150188.33149265
11,2048,860,1188,-150059.86415250
11,2048,861,1187,-149931.39970281
11,2048,862,1186,-149802.93814265
11,2048,863,1185,-149674.47947110
11,2048,864,1184,-149546.02368726
11,2048,865,1183,-149417.57079022
11,2048,866,1182,-149289.12077907
11,2048,867,1181,-149160.67365294
11,2048,868,1180,-149032.22941092
11,2048,869,1179,-148903.78805214
11,2048,870,1178,-148775.34957573
11,2048,871,1177,-148646.91398081
11,2048,872,1176,-148518.48126653
11,2048,873,1175,-148390.05143203
11,2048,874,1174,-148261.62447646
11,2048,875,1173,-148133.20039897
11,2048,876,1172,-148004.77919874
11,2048,877,1171,-147876.36087491
11,2048,878,1170,-147747.94542668
11,2048,879,1169,-147619.53285322
11,2048,880,1168,-147491.12315372
11,2048,881,1167,-147362.71632737
11,2048,882,1166,-147234.31237337
11,2048,883,1165,-147105.91129093
11,2048,884,1164,-146977.51307925
11,2048,885,1163,-146849.11773755
11,2048,886,1162,-146720.72526506
11,2048,887,1161,-146592.33566100
11,2048,888,1160,-146463.94892461
11,2048,889,1159,-146335.56505512
11,2048,890,1158,-146207.18405180
11,2048,891,1157,-146078.80591388
11,2048,892,1156,-145950.43064063
11,2048,893,1155,-145822.05823132
11,2048,894,1154,-145693.68868520
11,2048,895,1153,-145565.32200156
11,2048,896,1152,-145436.95817969
11,2048,897,1151,-145308.59721886
11,2048,898,1150,-145180.23911838
11,2048,899,1149,-145051.88387754
11,2048,900,1148,-144923.53149565
11,2048,901,1147,-144795.18197202
11,2048,902,1146,-144666.83530596
11,2048,903,1145,-144538.49149681
11,2048,904,1144,-144410.15054389
11,2048,905,1143,-144281.81244654
11,2048,906,1142,-144153.47720409
11,2048,907,1141,-144025.14481589
11,2048,908,1140,-143896.81528131
11,2048,909,1139,-143768.48859968
11,2048,910,1138,-143640.16477038
11,2048,911,1137,-143511.84379279
11,2048,912,1136,-143383.52566626
11,2048,913,1135,-143255.21039019
11,2048,914,1134,-143126.89796396
11,2048,915,1133,-142998.58838697
11,2048,916,1132,-142870.28165861
11,2048,917,1131,-142741.97777830
11,2048,918,1130,-142613.67674542
11,2048,919,1129,-142485.37855942
11,2048,920,1128,-142357.08321970
11,2048,921,1127,-142228.79072569
11,2048,922,1126,-142100.50107683
11,2048,923,1125,-141972.21427256
11,2048,924,1124,-141843.93031231
11,2048,925,1123,-141715.64919555
11,2048,926,1122,-141587.37092172
11,2048,927,1121,-141459.09549029
11,2048,928,1120,-141330.82290072
11,2048,929,1119,-141202.55315249
11,2048,930,1118,-141074.28624507
11,2048,931,1117,-140946.02217796
11,2048,932,1116,-140817.76095063
11,2048,933,1115,-140689.50256259
11,2048,934,1114,-140561.24701334
11,2048,935,1113,-140432.99430237
11,2048,936,1112,-140304.74442922
11,2048,937,1111,-140176.49739338
11,2048,938,1110,-140048.25319439
11,2048,939,1109,-139920.01183178
11,2048,940,1108,-139791.77330508
11,2048,941,1107,-139663.53761382
11,2048,942,1106,-139535.30475757
11,2048,943,1105,-139407.07473586
11,2048,944,1104,-139278.84754825
11,2048,945,1103,-139150.62319431
11,2048,946,1102,-139022.40167361
11,2048,947,1101,-138894.18298572
11,2048,948,1100,-138765.96713021
11,2048,949,1099,-138637.75410668
11,2048,950,1098,-138509.54391471
11,2048,951,1097,-138381.33655391
11,2048,952,1096,-138253.13202386
11,2048,953,1095,-138124.93032418
11,2048,954,1094,-137996.73145448
11,2048,955,1093,-137868.53541438
11,2048,956,1092,-137740.34220350
11,2048,957,1091,-137612.15182148
11,2048,958,1090,-137483.96426794
11,2048,959,1089,-137355.77954252
11,2048,960,1088,-137227.59764488
11,2048,961,1087,-137099.41857466
11,2048,962,1086,-136971.24233152
11,2048,963,1085,-136843.06891512
11,2048,964,1084,-136714.89832513
11,2048,965,1083,-136586.73056122
11,2048,966,1082,-136458.56562307
11,2048,967,1081,-136330.40351036
11,2048,968,1080,-136202.24422279
11,2048,969,1079,-136074.08776005
11,2048,970,1078,-135945.93412184
11,2048,971,1077,-135817.78330786
11,2048,972,1076,-135689.63531783
11,2048,973,1075,-135561.49015146
11,2048,974,1074,-135433.34780848
11,2048,975,1073,-135305.20828861
11,2048,976,1072,-135177.07159159
11,2048,977,1071,-135048.93771715
11,2048,978,1070,-134920.80666504
11,2048,979,1069,-134792.67843501
11,2048,980,1068,-134664.55302681
11,2048,981,1067,-134536.43044020
11,2048,982,1066,-134408.31067496
11,2048,983,1065,-134280.19373084
11,2048,984,1064,-134152.07960763
11,2048,985,1063,-134023.96830511
11,2048,986,1062,-133895.85982306
11,2048,987,1061,-133767.75416129
11,2048,988,1060,-133639.65131958
11,2048,989,1059,-133511.55129774
11,2048,990,1058,-133383.45409558
11,2048,991,1057,-133255.35971292
11,2048,992,1056,-133127.26814957
11,2048,993,1055,-132999.17940535
11,2048,994,1054,-132871.09348011
11,2048,995,1053,-132743.01037368
11,2048,996,1052,-132614.93008589
11,2048,997,1051,-132486.85261659
11,2048,998,1050,-132358.77796564
11,2048,999,1049,-132230.70613290
11,2048,1000,1048,-132102.63711822
11,2048,1001,1047,-131974.57092148
11,2048,1002,1046,-131846.50754254
11,2048,1003,1045,-131718.44698130
11,2048,1004,1044,-131590.38923763
11,2048,1005,1043,-131462.33431141
11,2048,1006,1042,-131334.28220256
11,2048,1007,1041,-131206.23291097
11,2048,1008,1040,-131078.18643654
11,2048,1009,1039,-130950.14277918
11,2048,1010,1038,-130822.10193882
11,2048,1011,1037,-130694.06391538
11,2048,1012,1036,-130566.02870877
11,2048,1013,1035,-130437.99631894
11,2048,1014,1034,-130309.96674583
11,2048,1015,1033,-130181.93998937
11,2048,1016,1032,-130053.91604952
11,2048,1017,1031,-129925.89492623
11,2048,1018,1030,-129797.87661945
11,2048,1019,1029,-129669.86112917
11,2048,1020,1028,-129541.84845534
11,2048,1021,1027,-129413.83859794
11,2048,1022,1026,-129285.83155696
11,2048,1023,1025,-129157.82733237
11,2048,1024,1024,-129029.82592417
11,2048,1025,1023,-128901.82733237
11,2048,1026,1022,-128773.83155696
11,2048,1027,1021,-128645.83859794
11,2048,1028,1020,-128517.84845534
11,2048,1029,1019,-128389.86112917
11,2048,1030,1018,-128261.87661945
11,2048,1031,1017,-128133.89492623
11,2048,1032,1016,-128005.91604952
11,2048,1033,1015,-127877.93998937
11,2048,1034,1014,-127749.96674583
11,2048,1035,1013,-127621.99631894
11,2048,1036,1012,-127494.02870877
11,2048,1037,1011,-127366.06391538
11,2048,1038,1010,-127238.10193882
11,2048,1039,1009,-127110.14277918
11,2048,1040,1008,-126982.18643654
11,2048,1041,1007,-126854.23291097
11,2048,1042,1006,-126726.28220256
11,2048,1043,1005,-126598.33431141
11,2048,1044,1004,-126470.38923763
11,2048,1045,1003,-126342.44698130
11,2048,1046,1002,-126214.50754254
11,2048,1047,1001,-126086.57092148
11,2048,1048,1000,-125958.63711822
11,2048,1049,999,-125830.70613290
11,2048,1050,998,-125702.77796564
11,2048,1051,997,-125574.85261659
11,2048,1052,996,-125446.93008589
11,2048,1053,995,-125319.01037368
11,2048,1054,994,-125191.09348011
11,2048,1055,993,-125063.17940535
11,2048,1056,992,-124935.26814957
11,2048,1057,991,-124807.35971292
11,2048,1058,990,-124679.45409558
11,2048,1059,989,-124551.55129774
11,2048,1060,988,-124423.65131958
11,2048,1061,987,-124295.75416129
11,2048,1062,986,-124167.85982306
11,2048,1063,985,-124039.96830511
11,2048,1064,984,-123912.07960763
11,2048,1065,983,-123784.19373084
11,2048,1066,982,-123656.31067496
11,2048,1067,981,-123528.43044020
11,2048,1068,980,-123400.55302681
11,2048,1069,979,-123272.67843501
11,2048,1070,978,-123144.80666504
11,2048,1071,977,-123016.93771715
11,2048,1072,976,-122889.07159159
11,2048,1073,975,-122761.20828861
11,2048,1074,974,-122633.34780848
11,2048,1075,973,-122505.49015146
11,2048,1076,972,-122377.63531783
11,2048,1077,971,-122249.78330786
11,2048,1078,970,-122121.93412184
11,2048,1079,969,-121994.08776005
11,2048,1080,968,-121866.24422279
11,2048,1081,967,-121738.40351036
11,2048,1082,966,-121610.56562307
11,2048,1083,965,-121482.73056122
11,2048,1084,964,-121354.89832513
11,2048,1085,963,-121227.06891512
11,2048,1086,962,-121099.24233152
11,2048,1087,961,-120971.41857466
11,2048,1088,960,-120843.59764488
11,2048,1089,959,-120715.77954252
11,2048,1090,958,-120587.96426794
11,2048,1091,957,-120460.15182148
11,2048,1092,956,-120332.34220350
11,2048,1093,955,-120204.53541438
11,2048,1094,954,-120076.73145448
11,2048,1095,953,-119948.93032418
11,2048,1096,952,-119821.13202386
11,2048,1097,951,-119693.33655391
11,2048,1098,950,-119565.54391471
11,2048,1099,949,-119437.75410668
11,2048,1100,948,-119309.96713021
11,2048,1101,947,-119182.18298572
11,2048,1102,946,-119054.40167361
11,2048,1103,945,-118926.62319431
11,2048,1104,944,-118798.84754825
11,2048,1105,943,-118671.07473586
11,2048,1106,942,-118543.30475757
11,2048,1107,941,-118415.53761382
11,2048,1108,940,-118287.77330508
11,2048,1109,939,-118160.01183178
11,2048,1110,938,-118032.25319439
11,2048,1111,937,-117904.49739338
11,2048,1112,936,-117776.74442922
11,2048,1113,935,-117648.99430237
11,2048,1114,934,-117521.24701334
11,2048,1115,933,-117393.50256259
11,2048,1116,932,-117265.76095063
11,2048,1117,931,-117138.02217796
11,2048,1118,930,-117010.28624507
11,2048,1119,929,-116882.55315249
11,2048,1120,928,-116754.82290072
11,2048,1121,927,-116627.09549029
11,2048,1122,926,-116499.37092172
11,2048,1123,925,-116371.64919555
11,2048,1124,924,-116243.93031231
11,2048,1125,923,-116116.21427256
11,2048,1126,922,-115988.50107683
11,2048,1127,921,-115860.79072569
11,2048,1128,920,-115733.08321970
11,2048,1129,919,-115605.37855942
11,2048,1130,918,-115477.67674542
11,2048,1131,917,-115349.97777830
11,2048,1132,916,-115222.28165861
11,2048,1133,915,-115094.58838697
11,2048,1134,914,-114966.89796396
11,2048,1135,913,-114839.21039019
11,2048,1136,912,-114711.52566626
11,2048,1137,911,-114583.84379279
11,2048,1138,910,-114456.16477038
11,2048,1139,909,-114328.48859968
11,2048,1140,908,-114200.81528131
11,2048,1141,907,-114073.14481589
11,2048,1142,906,-113945.47720409
11,2048,1143,905,-113817.81244654
11,2048,1144,904,-113690.15054389
11,2048,1145,903,-113562.49149681
11,2048,1146,902,-113434.83530596
11,2048,1147,901,-113307.18197202
11,2048,1148,900,-113179.53149565
11,2048,1149,899,-113051.88387754
11,2048,1150,898,-112924.23911838
11,2048,1151,897,-112796.59721886
11,2048,1152,896,-112668.95817969
11,2048,1153,895,-112541.32200156
11,2048,1154,894,-112413.68868520
11,2048,1155,893,-112286.05823132
11,2048,1156,892,-112158.43064063
11,2048,1157,891,-112030.80591388
11,2048,1158,890,-111903.18405180
11,2048,1159,889,-111775.56505512
11,2048,1160,888,-111647.94892461
11,2048,1161,887,-111520.33566100
11,2048,1162,886,-111392.72526506
11,2048,1163,885,-111265.11773755
11,2048,1164,884,-111137.51307925
11,2048,1165,883,-111009.91129093
11,2048,1166,882,-110882.31237337
11,2048,1167,881,-110754.71632737
11,2048,1168,880,-110627.12315372
11,2048,1169,879,-110499.53285322
11,2048,1170,878,-110371.94542668
11,2048,1171,877,-110244.36087491
11,2048,1172,876,-110116.77919874
11,2048,1173,875,-109989.20039897
11,2048,1174,874,-109861.62447646
11,2048,1175,873,-109734.05143203
11,2048,1176,872,-109606.48126653
11,2048,1177,871,-109478.91398081
11,2048,1178,870,-109351.34957573
11,2048,1179,869,-109223.78805214
11,2048,1180,868,-109096.22941092
11,2048,1181,867,-108968.67365294
11,2048,1182,866,-108841.12077907
11,2048,1183,865,-108713.57079022
11,2048,1184,864,-108586.02368726
11,2048,1185,863,-108458.47947110
11,2048,1186,862,-108330.93814265
11,2048,1187,861,-108203.39970281
11,2048,1188,860,-108075.86415250
11,2048,1189,859,-107948.33149265
11,2048,1190,858,-107820.80172419
11,2048,1191,857,-107693.27484805
11,2048,1192,856,-107565.75086517
11,2048,1193,855,-107438.22977652
11,2048,1194,854,-107310.71158303
11,2048,1195,853,-107183.19628567
11,2048,1196,852,-107055.68388541
11,2048,1197,851,-106928.17438323
11,2048,1198,850,-106800.66778010
11,2048,1199,849,-106673.16407701
11,2048,1200,848,-106545.66327496
11,2048,1201,847,-106418.16537494
11,2048,1202,846,-106290.67037796
11,2048,1203,845,-106163.17828504
11,2048,1204,844,-106035.68909718
11,2048,1205,843,-105908.20281542
11,2048,1206,842,-105780.71944080
11,2048,1207,841,-105653.23897433
11,2048,1208,840,-105525.76141708
11,2048,1209,839,-105398.28677009
11,2048,1210,838,-105270.81503443
11,2048,1211,837,-105143.34621114
11,2048,1212,836,-105015.88030131
11,2048,1213,835,-104888.41730602
11,2048,1214,834,-104760.95722633
11,2048,1215,833,-104633.50006336
11,2048,1216,832,-104506.04581819
11,2048,1217,831,-104378.59449192
11,2048,1218,830,-104251.14608567
11,2048,1219,829,-104123.70060056
11,2048,1220,828,-103996.25803770
11,2048,1221,827,-103868.81839823
11,2048,1222,826,-103741.38168328
11,2048,1223,825,-103613.94789399
11,2048,1224,824,-103486.51703153
11,2048,1225,823,-103359.08909703
11,2048,1226,822,-103231.66409168
11,2048,1227,821,-103104.24201663
11,2048,1228,820,-102976.82287306
11,2048,1229,819,-102849.40666216
11,2048,1230,818,-102721.99338512
11,2048,1231,817,-102594.58304313
11,2048,1232,816,-102467.17563741
11,2048,1233,815,-102339.77116915
11,2048,1234,814,-102212.36963958
11,2048,1235,813,-102084.97104992
11,2048,1236,812,-101957.57540141
11,2048,1237,811,-101830.18269527
11,2048,1238,810,-101702.79293277
11,2048,1239,809,-101575.40611514
11,2048,1240,808,-101448.02224366
11,2048,1241,807,-101320.64131957
11,2048,1242,806,-101193.26334417
11,2048,1243,805,-101065.88831872
11,2048,1244,804,-100938.51624452
11,2048,1245,803,-100811.14712285
11,2048,1246,802,-100683.78095503
11,2048,1247,801,-100556.41774235
11,2048,1248,800,-100429.05748614
11,2048,1249,799,-100301.70018771
11,2048,1250,798,-100174.34584840
11,2048,1251,797,-100046.99446954
11,2048,1252,796,-99919.64605247
11,2048,1253,795,-99792.30059855
11,2048,1254,794,-99664.95810913
11,2048,1255,793,-99537.61858558
11,2048,1256,792,-99410.28202928
11,2048,1257,791,-99282.94844159
11,2048,1258,790,-99155.61782391
11,2048,1259,789,-99028.29017764
11,2048,1260,788,-98900.96550417
11,2048,1261,787,-98773.64380491
11,2048,1262,786,-98646.32508128
11,2048,1263,785,-98519.00933470
11,2048,1264,784,-98391.69656660
11,2048,1265,783,-98264.38677843
11,2048,1266,782,-98137.07997162
11,2048,1267,781,-98009.77614763
11,2048,1268,780,-97882.47530792
11,2048,1269,779,-97755.17745396
11,2048,1270,778,-97627.88258723
11,2048,1271,777,-97500.59070920
11,2048,1272,776,-97373.30182136
11,2048,1273,775,-97246.01592523
11,2048,1274,774,-97118.73302229
11,2048,1275,773,-96991.45311406
11,2048,1276,772,-96864.17620207
11,2048,1277,771,-96736.90228785
11,2048,1278,770,-96609.63137292
11,2048,1279,769,-96482.36345883
11,2048,1280,768,-96355.09854714
11,2048,1281,767,-96227.83663940
11,2048,1282,766,-96100.57773718
11,2048,1283,765,-95973.32184205
11,2048,1284,764,-95846.06895560
11,2048,1285,763,-95718.81907941
11,2048,1286,762,-95591.57221509
11,2048,1287,761,-95464.32836425
11,2048,1288,760,-95337.08752848
11,2048,1289,759,-95209.84970942
11,2048,1290,758,-95082.61490869
11,2048,1291,757,-94955.38312794
11,2048,1292,756,-94828.15436881
11,2048,1293,755,-94700.92863294
11,2048,1294,754,-94573.70592201
11,2048,1295,753,-94446.48623768
11,2048,1296,752,-94319.26958163
11,2048,1297,751,-94192.05595554
11,2048,1298,750,-94064.84536111
11,2048,1299,749,-93937.63780004
11,2048,1300,748,-93810.43327404
11,2048,1301,747,-93683.23178483
11,2048,1302,746,-93556.03333413
11,2048,1303,745,-93428.83792368
11,2048,1304,744,-93301.64555521
11,2048,1305,743,-93174.45623049
11,2048,1306,742,-93047.26995128
11,2048,1307,741,-92920.08671933
11,2048,1308,740,-92792.90653642
11,2048,1309,739,-92665.72940434
11,2048,1310,738,-92538.55532488
11,2048,1311,737,-92411.38429985
11,2048,1312,736,-92284.21633104
11,2048,1313,735,-92157.05142029
11,2048,1314,734,-92029.88956941
11,2048,1315,733,-91902.73078024
11,2048,1316,732,-91775.57505462
11,2048,1317,731,-91648.42239442
11,2048,1318,730,-91521.27280148
11,2048,1319,729,-91394.12627767
11,2048,1320,728,-91266.98282488
11,2048,1321,727,-91139.84244499
11,2048,1322,726,-91012.70513990
11,2048,1323,725,-90885.57091151
11,2048,1324,724,-90758.43976173
11,2048,1325,723,-90631.31169249
11,2048,1326,722,-90504.18670571
11,2048,1327,721,-90377.06480334
11,2048,1328,720,-90249.94598732
11,2048,1329,719,-90122.83025961
11,2048,1330,718,-89995.71762218
11,2048,1331,717,-89868.60807701
11,2048,1332,716,-89741.50162606
11,2048,1333,715,-89614.39827135
11,2048,1334,714,-89487.29801487
11,2048,1335,713,-89360.20085863
11,2048,1336,712,-89233.10680466
11,2048,1337,711,-89106.01585498
11,2048,1338,710,-88978.92801163
11,2048,1339,709,-88851.84327666
11,2048,1340,708,-88724.76165213
11,2048,1341,707,-88597.68314010
11,2048,1342,706,-88470.60774265
11,2048,1343,705,-88343.53546187
11,2048,1344,704,-88216.46629984
11,2048,1345,703,-88089.40025868
11,2048,1346,702,-87962.33734050
11,2048,1347,701,-87835.27754741
11,2048,1348,700,-87708.22088156
11,2048,1349,699,-87581.16734508
11,2048,1350,698,-87454.11694013
11,2048,1351,697,-87327.06966886
11,2048,1352,696,-87200.02553345
11,2048,1353,695,-87072.98453608
11,2048,1354,694,-86945.94667894
11,2048,1355,693,-86818.91196422
11,2048,1356,692,-86691.88039414
11,2048,1357,691,-86564.85197092
11,2048,1358,690,-86437.82669678
11,2048,1359,689,-86310.80457397
11,2048,1360,688,-86183.78560473
11,2048,1361,687,-86056.76979133
11,2048,1362,686,-85929.75713603
11,2048,1363,685,-85802.74764111
11,2048,1364,684,-85675.74130886
11,2048,1365,683,-85548.73814158
11,2048,1366,682,-85421.73814158
11,2048,1367,681,-85294.74131118
11,2048,1368,680,-85167.74765271
11,2048,1369,679,-85040.75716850
11,2048,1370,678,-84913.76986092
11,2048,1371,677,-84786.78573231
11,2048,1372,676,-84659.80478505
11,2048,1373,675,-84532.82702153
11,2048,1374,674,-84405.85244412
11,2048,1375,673,-84278.88105525
11,2048,1376,672,-84151.91285731
11,2048,1377,671,-84024.94785273
11,2048,1378,670,-83897.98604394
11,2048,1379,669,-83771.02743340
11,2048,1380,668,-83644.07202355
11,2048,1381,667,-83517.11981686
11,2048,1382,666,-83390.17081581
11,2048,1383,665,-83263.22502289
11,2048,1384,664,-83136.28244058
11,2048,1385,663,-83009.34307141
11,2048,1386,662,-82882.40691789
11,2048,1387,661,-82755.47398256
11,2048,1388,660,-82628.54426795
11,2048,1389,659,-82501.61777662
11,2048,1390,658,-82374.69451113
11,2048,1391,657,-82247.77447406
11,2048,1392,656,-82120.85766800
11,2048,1393,655,-81993.94409554
11,2048,1394,654,-81867.03375929
11,2048,1395,653,-81740.12666187
11,2048,1396,652,-81613.22280591
11,2048,1397,651,-81486.32219406
11,2048,1398,650,-81359.42482898
11,2048,1399,649,-81232.53071332
11,2048,1400,648,-81105.63984976
11,2048,1401,647,-80978.75224100
11,2048,1402,646,-80851.86788973
11,2048,1403,645,-80724.98679867
11,2048,1404,644,-80598.10897054
11,2048,1405,643,-80471.23440808
11,2048,1406,642,-80344.36311403
11,2048,1407,641,-80217.49509115
11,2048,1408,640,-80090.63034222
11,2048,1409,639,-79963.76887003
11,2048,1410,638,-79836.91067735
11,2048,1411,637,-79710.05576701
11,2048,1412,636,-79583.20414182
11,2048,1413,635,-79456.35580462
11,2048,1414,634,-79329.51075824
11,2048,1415,633,-79202.66900555
11,2048,1416,632,-79075.83054941
11,2048,1417,631,-78948.99539270
11,2048,1418,630,-78822.16353833
11,2048,1419,629,-78695.33498918
11,2048,1420,628,-78568.50974819
11,2048,1421,627,-78441.68781828
11,2048,1422,626,-78314.86920240
11,2048,1423,625,-78188.05390350
11,2048,1424,624,-78061.24192455
11,2048,1425,623,-77934.43326853
11,2048,1426,622,-77807.62793845
11,2048,1427,621,-77680.82593730
11,2048,1428,620,-77554.02726810
11,2048,1429,619,-77427.23193390
11,2048,1430,618,-77300.43993773
11,2048,1431,617,-77173.65128266
11,2048,1432,616,-77046.86597176
11,2048,1433,615,-76920.08400811
11,2048,1434,614,-76793.30539482
11,2048,1435,613,-76666.53013499
11,2048,1436,612,-76539.75823176
11,2048,1437,611,-76412.98968827
11,2048,1438,610,-76286.22450766
11,2048,1439,609,-76159.46269310
11,2048,1440,608,-76032.70424778
11,2048,1441,607,-75905.94917489
11,2048,1442,606,-75779.19747763
11,2048,1443,605,-75652.44915923
11,2048,1444,604,-75525.70422293
11,2048,1445,603,-75398.96267197
11,2048,1446,602,-75272.22450961
11,2048,1447,601,-75145.48973914
11,2048,1448,600,-75018.75836385
11,2048,1449,599,-74892.03038704
11,2048,1450,598,-74765.30581203
11,2048,1451,597,-74638.58464216
11,2048,1452,596,-74511.86688077
11,2048,1453,595,-74385.15253124
11,2048,1454,594,-74258.44159694
11,2048,1455,593,-74131.73408125
11,2048,1456,592,-74005.02998760
11,2048,1457,591,-73878.32931940
11,2048,1458,590,-73751.63208008
11,2048,1459,589,-73624.93827310
11,2048,1460,588,-73498.24790193
11,2048,1461,587,-73371.56097005
11,2048,1462,586,-73244.87748095
11,2048,1463,585,-73118.19743815
11,2048,1464,584,-72991.52084518
11,2048,1465,583,-72864.84770557
11,2048,1466,582,-72738.17802288
11,2048,1467,581,-72611.51180070
11,2048,1468,580,-72484.84904260
11,2048,1469,579,-72358.18975219
11,2048,1470,578,-72231.53393309
11,2048,1471,577,-72104.88158894
11,2048,1472,576,-71978.23272338
11,2048,1473,575,-71851.58734010
11,2048,1474,574,-71724.94544276
11,2048,1475,573,-71598.30703507
11,2048,1476,572,-71471.67212075
11,2048,1477,571,-71345.04070352
11,2048,1478,570,-71218.41278714
11,2048,1479,569,-71091.78837537
11,2048,1480,568,-70965.16747199
11,2048,1481,567,-70838.55008080
11,2048,1482,566,-70711.93620560
11,2048,1483,565,-70585.32585024
11,2048,1484,564,-70458.71901856
11,2048,1485,563,-70332.11571443
11,2048,1486,562,-70205.51594171
11,2048,1487,561,-70078.91970433
11,2048,1488,560,-69952.32700618
11,2048,1489,559,-69825.73785120
11,2048,1490,558,-69699.15224334
11,2048,1491,557,-69572.57018657
11,2048,1492,556,-69445.99168487
11,2048,1493,555,-69319.41674225
11,2048,1494,554,-69192.84536272
11,2048,1495,553,-69066.27755033
11,2048,1496,552,-68939.71330912
11,2048,1497,551,-68813.15264316
11,2048,1498,550,-68686.59555656
11,2048,1499,549,-68560.04205342
11,2048,1500,548,-68433.49213787
11,2048,1501,547,-68306.94581405
11,2048,1502,546,-68180.40308612
11,2048,1503,545,-68053.86395828
11,2048,1504,544,-67927.32843471
11,2048,1505,543,-67800.79651964
11,2048,1506,542,-67674.26821731
11,2048,1507,541,-67547.74353197
11,2048,1508,540,-67421.22246790
11,2048,1509,539,-67294.70502939
11,2048,1510,538,-67168.19122076
11,2048,1511,537,-67041.68104634
11,2048,1512,536,-66915.17451049
11,2048,1513,535,-66788.67161757
11,2048,1514,534,-66662.17237198
11,2048,1515,533,-66535.67677813
11,2048,1516,532,-66409.18484044
11,2048,1517,531,-66282.69656338
11,2048,1518,530,-66156.21195140
11,2048,1519,529,-66029.73100901
11,2048,1520,528,-65903.25374070
11,2048,1521,527,-65776.78015102
11,2048,1522,526,-65650.31024451
11,2048,1523,525,-65523.84402575
11,2048,1524,524,-65397.38149933
11,2048,1525,523,-65270.92266985
11,2048,1526,522,-65144.46754196
11,2048,1527,521,-65018.01612031
11,2048,1528,520,-64891.56840958
11,2048,1529,519,-64765.12441446
11,2048,1530,518,-64638.68413966
11,2048,1531,517,-64512.24758994
11,2048,1532,516,-64385.81477006
11,2048,1533,515,-64259.38568478
11,2048,1534,514,-64132.96033893
11,2048,1535,513,-64006.53873732
11,2048,1536,512,-63880.12088480
11,2048,1537,511,-63753.70678625
11,2048,1538,510,-63627.29644656
11,2048,1539,509,-63500.88987064
11,2048,1540,508,-63374.48706343
11,2048,1541,507,-63248.08802989
