ensemble,prime,depth,k,n,parity_n,s_identity,z_parity,checked_shapes,rank_deficient_shapes,min_rank,first_bad
systematic,65537,3,8,64,56,6,2,43120,560,7,0:1:2:3:4:5:8:22
