index,columns
0,0:1:2:3:4:5:6:7:9:13:18:23:60:63:83:116:119
1,0:1:4:5:6:7:8:9:10:11:12:13:14:15:16:58:72
2,7:8:9:10:11:12:13:14:15:24:40:64:80:91:96:102:122
